frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
2,75589.940845,31424.000000,73951.355931,24884.000000,75050.741542,31424.000000,75316.296530,31424.000000,75375.974136,31424.000000,75579.311792,31424.000000
128,184454.829210,109249.000000,420520.719440,75753.000000,383827.130128,75753.000000,317711.861917,85046.000000,226253.956312,86502.000000,184454.829210,109249.000000
16,245644.108437,174181.000000,298978.362179,73175.000000,268824.877203,119372.000000,245644.108437,174181.000000,245644.108437,174181.000000,245644.108437,174181.000000
65536,209643.904576,128173.000000,1215059.331205,57570.000000,1151922.578181,73673.000000,1130451.604731,76514.000000,1072362.835980,80795.000000,1030443.514206,83910.000000
64,285923.665044,182175.000000,305682.501362,119366.000000,333416.405286,123337.000000,279529.252814,157114.000000,285923.665044,182175.000000,285923.665044,182175.000000
4096,239091.332524,128610.000000,658998.029418,45028.000000,646804.384870,55763.000000,618197.969528,68446.000000,579639.377671,95795.000000,274621.414365,128610.000000
512,316999.087625,197466.000000,783872.470744,55782.000000,614119.862558,76825.000000,467639.364133,88320.000000,307732.982161,152489.000000,316999.087625,197466.000000
16384,404264.517886,198926.000000,690903.438473,97304.000000,688307.676203,98147.000000,681775.640818,99268.000000,669933.989695,101376.000000,647453.121044,103516.000000
256,367038.074363,192386.000000,519787.878722,83541.000000,420474.720907,104183.000000,379953.792462,178094.000000,367038.074363,192386.000000,367038.074363,192386.000000
2048,472083.730150,251397.000000,826723.701525,85644.000000,864600.660959,76771.000000,868665.455587,70073.000000,779733.632843,79034.000000,751628.563027,90766.000000
32768,294730.254227,149864.000000,289237.597122,124021.000000,286112.853133,128773.000000,285498.137682,131607.000000,287114.126338,136822.000000,294325.136033,149033.000000
8,293677.979277,253799.000000,537193.743206,97545.000000,513538.764561,143170.000000,507086.979919,208655.000000,293677.979277,253799.000000,293677.979277,253799.000000
32,256264.995680,129711.000000,354853.301392,70725.000000,273170.941839,120011.000000,255549.437890,120011.000000,252626.006029,120011.000000,256264.995680,129711.000000
4,405496.261549,225376.000000,1157010.964019,120543.000000,796574.087466,170795.000000,405496.261549,225376.000000,405496.261549,225376.000000,405496.261549,225376.000000
1024,606079.402955,283195.000000,1462998.341760,121377.000000,1320222.317958,142886.000000,977187.591171,197745.000000,840932.323488,240826.000000,606079.402955,283195.000000
8192,464325.109185,274534.000000,1672344.223021,129232.000000,1614443.055448,130202.000000,1601462.243153,132452.000000,1715271.880619,132699.000000,1360357.600930,182953.000000
