frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,65433.695517,66797.490896,65415.522860,65415.522860,65415.522860,65410.530979
32,92772.560728,92033.601060,92812.211761,92812.211761,92812.211761,92812.211761
4,292044.866505,217401.837124,217401.837124,217401.837124,217401.837124,217401.837124
2,193573.913635,185247.589250,185247.589250,185247.589250,185247.589250,185247.589250
256,335313.058872,302113.057963,309824.472192,309824.472192,309824.472192,309824.472192
8192,353698.200267,350074.437910,343637.333954,332681.260526,282853.755451,282853.755451
64,335223.548701,318828.346012,334929.006049,334929.006049,334929.006049,334929.006049
16384,622975.116734,618975.654418,616587.914908,633049.797501,660540.985292,520085.756900
32768,197244.753160,197244.753160,197244.753160,197244.753160,197244.753160,197244.753160
128,574078.535804,368142.194877,347685.915123,347685.915123,347685.942698,347685.915123
512,377870.455062,345126.561668,339447.058806,320080.438378,360166.922625,359071.716211
16,918826.966204,621815.664425,235449.713672,235449.713672,235449.713672,235449.713672
2048,429687.927983,392633.108969,339349.269500,296069.104628,301826.099335,301043.215547
4096,830526.451273,840068.325845,829811.365105,708856.146955,621029.741991,621082.541875
1024,1302140.620096,977262.503712,526066.985613,529740.747676,529740.747676,526068.216331
65536,1661174.314558,1694772.310316,1694772.310316,1694772.310316,1694772.310316,1694772.310316
