frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,58725.581393,58725.581393,58725.581393,58725.581393,58725.581393,58725.581393
4,160851.956476,160851.956476,160851.956476,160851.956476,160851.956476,160851.956476
128,144113.730324,144107.726875,144107.726875,144107.726875,144113.730324,144107.726875
256,115846.871788,115846.871788,115807.592083,115807.592083,115807.592083,115807.592083
2048,95623.517751,95626.160186,95626.160186,95626.160186,95626.160186,95626.160186
512,114176.574603,114176.574603,114176.574603,114176.574603,114176.574603,114176.574603
64,182802.591541,187013.434488,187013.434488,187013.434488,187013.434488,187013.434488
1024,175006.049735,175006.049735,175006.049735,175006.049735,175006.049735,175006.049735
4096,310355.587345,310427.236500,310427.236500,310427.236500,310427.236500,310427.236500
8192,159796.140864,159796.140864,159796.140864,159796.140864,159796.140864,159796.140864
2,368012.190761,367901.406718,367901.406718,367901.406718,367901.406718,367901.406718
16384,360673.012585,360673.012585,360673.012585,360673.012585,360673.012585,360673.012585
8,336470.437303,336470.437303,336470.437303,336470.437303,336470.437303,336470.437303
32768,474991.888983,476952.962432,476952.962432,476952.962432,476952.962432,476952.962432
32,550983.645745,288825.323803,288825.323803,288825.323803,288825.323803,288825.323803
16,438655.492372,438655.492372,438655.492372,438655.492372,438655.492372,438655.492372
