frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
64,75367.120378,75367.120378,75367.120378,75367.120378,75367.120378,75367.120378
8,95213.143830,88185.566296,88185.566296,88185.566296,88185.566296,88185.566296
256,134641.855572,134641.855572,134641.855572,134641.855572,134641.855572,134641.855572
8192,120228.395198,120228.395198,120228.395198,120228.395198,120228.395198,120228.395198
4,174935.474664,164447.155567,164447.155567,164447.155567,164447.155567,164447.155567
4096,190900.138342,190900.138342,190900.138342,190900.138342,190900.138342,190900.138342
32,322872.053181,322872.053181,322872.053181,322872.053181,322872.053181,322872.053181
2048,378599.023043,378019.974796,378599.023043,378599.023043,378599.023043,378019.974796
32768,239673.187562,239673.187562,239673.187562,239673.187562,239673.187562,239654.162691
128,297192.202687,297192.202687,297192.202687,297192.202687,297192.202687,297192.202687
2,275271.001942,275271.001942,275271.001942,275271.001942,275271.001942,275271.001942
65536,482428.492442,467195.951164,467195.951164,467195.951164,467195.951164,467195.951164
16384,442694.881434,464851.853338,464851.853338,464851.853338,464851.853338,464851.853338
512,389807.728942,389807.728942,389807.728942,389807.728942,389807.728942,389807.728942
16,449932.691394,449932.691394,449932.691394,449932.691394,449932.691394,449932.691394
1024,493558.823597,493558.823597,493558.823597,493558.823597,493558.823597,493558.823597
