frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,92203.042618,92203.042618,92203.042618,92203.042618,92203.042618,92203.042618
65536,242164.187664,242164.187664,242164.187664,242164.187664,242164.187664,242164.187664
32,128396.711512,128396.711512,128396.711512,128396.711512,128396.711512,128396.711512
2,69349.448888,69349.448888,69349.448888,69349.448888,69349.448888,69349.448888
4,150016.274774,150016.274774,150016.274774,150016.274774,150016.274774,150016.274774
64,117563.415496,117563.415496,117563.415496,117563.415496,117563.415496,117563.415496
16,128061.564195,128061.564195,128061.564195,128061.564195,128061.564195,128061.564195
32768,254206.924898,251789.818106,251789.818106,251789.818106,251789.818106,251789.818106
512,154324.657340,154324.657340,154324.657340,154324.657340,154324.657340,154324.657340
8192,166833.594405,166765.975451,166765.975451,166765.975451,166765.975451,166765.975451
256,122459.460255,121910.720189,121910.720189,121910.720189,121910.720189,121910.720189
16384,216561.578965,216558.713551,216558.713551,216558.713551,216558.713551,216558.713551
1024,235873.540797,235873.540797,235873.540797,235873.540797,235873.540797,235873.540797
4096,242092.293537,243130.770068,243130.770068,243130.770068,243130.770068,243130.770068
128,465292.247078,465292.247078,465292.247078,465292.247078,465292.247078,465292.247078
2048,496083.676413,493747.645315,493747.645315,493747.645315,493747.645315,493747.645315
