frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
256,186545.015436,155389.788937,110384.491026,110393.030455,110393.030455,110384.491026
2048,468091.495732,213920.797967,181043.671800,181327.397552,180762.847328,179491.604898
4096,426730.148965,439965.280385,350188.829839,251819.221115,250522.552614,249347.313376
2,198882.085561,195885.715602,195885.715602,195917.016849,198882.085561,195885.715602
128,202956.711907,190425.799783,185387.629787,185661.053719,185661.053719,185661.053719
4,307460.883800,307460.883800,307460.883800,307460.883800,307460.883800,307460.883800
16,313486.566457,320640.463936,320640.463936,320640.463936,320640.463936,320640.463936
8192,749098.918443,713896.431585,603862.346381,414606.123668,414775.698301,413043.669146
8,373353.106596,314550.965827,294521.700099,294521.700099,294521.700099,294521.700099
64,471682.591799,479023.358555,282050.067378,282050.067378,282050.067378,282050.067378
65536,621489.993063,619707.856891,628262.674712,626767.760269,672578.993509,706550.249992
1024,1568070.089848,962857.919922,424628.407046,380069.435867,380553.162111,380151.461019
512,761702.021959,653765.311394,395656.681085,265937.919701,284933.919387,265937.919701
32,828112.538375,685171.347434,439816.407270,439816.407270,439816.407270,439816.407270
16384,1480782.216057,1478782.177963,1461733.983452,1391471.753617,1276728.154957,711640.021467
32768,1176578.191949,1167547.815148,1133565.506687,1074465.579679,1006055.764899,961824.140245
