frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
4,159670.086005,116265.000000,218252.713612,45124.000000,184541.220376,44790.000000,159501.133353,116265.000000,159670.086005,116265.000000,159670.086005,116265.000000
512,107408.444649,42563.000000,112148.709168,25474.000000,113862.425242,42428.000000,108804.234564,42563.000000,108362.631216,42563.000000,107408.444649,42563.000000
256,149181.033587,79878.000000,168685.102131,27853.000000,154659.856330,61462.000000,150401.454338,61462.000000,149181.033587,79878.000000,149181.033587,79878.000000
16,256908.618801,159146.000000,366056.415927,86176.000000,238935.376970,105289.000000,243803.793990,105289.000000,256908.618801,159146.000000,256908.618801,159146.000000
64,486878.415624,277888.000000,1095258.844959,173367.000000,1291687.612008,183926.000000,486878.415624,277888.000000,486878.415624,277888.000000,486878.415624,277888.000000
8,116606.119891,49778.000000,134179.979531,40330.000000,121900.618448,35622.000000,115780.934674,47520.000000,116606.119891,49778.000000,116606.119891,49778.000000
65536,882900.192666,85654.000000,815014.340587,93319.000000,813520.377889,101241.000000,814902.365010,101241.000000,813315.419101,101241.000000,809151.572141,101241.000000
32,202943.265813,110526.000000,323610.420977,81033.000000,251511.452699,107543.000000,204796.053890,110526.000000,202943.265813,110526.000000,202943.265813,110526.000000
2,236480.451203,114727.000000,397670.532821,71835.000000,287736.778754,95335.000000,236480.451203,114727.000000,236480.451203,114727.000000,236480.451203,114727.000000
1024,299856.543864,175952.000000,637532.345634,53123.000000,569539.414101,53123.000000,517881.597258,88434.000000,380943.605977,118585.000000,299856.543864,175952.000000
128,368513.286249,192954.000000,420189.500870,77303.000000,352725.736998,129741.000000,364474.066191,173327.000000,368513.286249,192954.000000,368513.286249,192954.000000
2048,401303.962148,261311.000000,584526.669173,67831.000000,618128.318432,71068.000000,640657.528671,73269.000000,656949.705894,86162.000000,601372.212243,147352.000000
4096,529463.237397,286322.000000,621232.429369,95305.000000,623926.693126,95305.000000,625302.192955,103013.000000,607018.868769,103013.000000,511493.996359,145926.000000
16384,499891.592518,255071.000000,1000068.133620,98790.000000,977967.489266,98790.000000,973698.210137,98790.000000,933409.409822,98790.000000,800672.678019,107423.000000
32768,534956.107062,253128.000000,1229153.053650,132802.000000,1221997.362371,132802.000000,1206692.035122,132802.000000,1191826.365873,132802.000000,1168401.526090,132802.000000
8192,549164.529461,273573.000000,947073.317055,125546.000000,918318.162044,174135.000000,918762.470763,177346.000000,764233.151492,204618.000000,728647.296042,217050.000000
