frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
16384,489048.485355,264874.000000,655264.740146,192081.000000,655264.740146,192081.000000,489048.485355,264874.000000,489048.485355,264874.000000,489048.485355,264874.000000
4096,509128.675326,183969.000000,815766.418040,135463.000000,509394.534697,178421.000000,509128.675326,183969.000000,509128.675326,183969.000000,509128.675326,183969.000000
512,120418.819468,78718.000000,120418.819468,78718.000000,120418.819468,78718.000000,120418.819468,78718.000000,120418.819468,78718.000000,120418.819468,78718.000000
128,427917.396079,262848.000000,427917.396079,262848.000000,427917.396079,262848.000000,427917.396079,262848.000000,427917.396079,262848.000000,427917.396079,262848.000000
16,230927.684155,110278.000000,230927.684155,110278.000000,230927.684155,110278.000000,230927.684155,110278.000000,230927.684155,110278.000000,230927.684155,110278.000000
8,212654.596999,147331.000000,212654.596999,147331.000000,212654.596999,147331.000000,212654.596999,147331.000000,212654.596999,147331.000000,212654.596999,147331.000000
8192,756529.067654,158696.000000,717121.555955,144206.000000,702028.032934,158696.000000,709258.458375,158696.000000,756529.067654,158696.000000,756529.067654,158696.000000
1024,247688.291498,109219.000000,262430.824091,109219.000000,246251.271989,109219.000000,247688.291498,109219.000000,247688.291498,109219.000000,247688.291498,109219.000000
2,178926.822036,99425.000000,178926.822036,99425.000000,178926.822036,99425.000000,178926.822036,99425.000000,178926.822036,99425.000000,178926.822036,99425.000000
256,402534.285844,237886.000000,402534.285844,237886.000000,402534.285844,237886.000000,402534.285844,237886.000000,402534.285844,237886.000000,402534.285844,237886.000000
64,548496.037362,166138.000000,548496.037362,166138.000000,548496.037362,166138.000000,548496.037362,166138.000000,548496.037362,166138.000000,548496.037362,166138.000000
32,320364.032522,140549.000000,320364.032522,140549.000000,320364.032522,140549.000000,320364.032522,140549.000000,320364.032522,140549.000000,320364.032522,140549.000000
2048,320102.754849,183439.000000,428764.011742,108869.000000,320102.754849,183439.000000,320102.754849,183439.000000,320102.754849,183439.000000,320102.754849,183439.000000
4,209403.770706,153932.000000,209403.770706,153932.000000,209403.770706,153932.000000,209403.770706,153932.000000,209403.770706,153932.000000,209403.770706,153932.000000
65536,628528.478768,104921.000000,624073.590025,104921.000000,607125.927032,104921.000000,614761.181783,104921.000000,641045.969825,104921.000000,628528.478768,104921.000000
32768,611520.675994,193355.000000,859020.969180,97193.000000,916245.072235,97193.000000,926652.162520,121556.000000,880046.031563,122776.000000,611520.675994,193355.000000
