frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,175532.635629,175654.187804,175687.335955,175708.125211,176238.248159,227597.797900
4,258843.845407,257271.309345,263051.992329,270298.192434,298515.575992,294523.119435
2,299211.032744,292404.769787,286475.431992,301399.838786,304072.381584,340153.849556
16,431739.320576,432932.766314,425114.239679,443432.762109,459911.702581,488629.187995
32,603149.921771,602787.974925,599698.471313,615263.944423,630047.643585,678194.106700
256,802839.251183,785285.934436,765757.168230,787874.677838,803839.289756,927087.656650
4096,766073.432317,766397.488522,751505.340540,756215.241853,759288.152908,835152.946256
16384,1262574.471205,1251120.975265,1238553.580386,1251442.694530,1277695.865693,1288665.674167
512,916770.955551,916291.043462,923623.013200,923316.610267,909126.235944,1000601.040688
128,962944.809411,958783.083559,979485.163454,977916.785688,1002817.710935,1047003.859585
8,908907.275893,901653.412176,920302.345592,933991.870692,925208.505354,1018269.133426
1024,654122.677838,645483.909532,654904.191967,668924.063191,658025.154304,742650.107819
64,737886.583152,738620.681920,736428.898656,762181.650469,759452.117470,845946.359010
2048,1239004.772733,1223306.313901,1255496.979780,1273651.537395,1321070.669059,1292202.243987
8192,1336847.402081,1340617.217502,1333957.846212,1336061.468396,1314807.354517,1312698.805550
32768,2486946.715835,2513043.923810,2505504.878904,2506132.549397,2519994.307154,2453500.088056
