frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,92257.172399,92257.172399,92257.172399,92257.172399,92257.172399,92257.172399
16384,120829.126687,120765.270823,120765.270823,120765.270823,120765.270823,120765.270823
64,116869.851211,116869.851211,116869.851211,116869.851211,116869.851211,116869.851211
32768,110543.711671,110543.711671,110543.711671,110543.711671,110543.711671,110543.711671
2048,124572.595666,124572.595666,124572.595666,124572.595666,124572.595666,124572.595666
2,151463.695294,151463.695294,151463.695294,151463.695294,151463.695294,151463.695294
16,115096.606327,115096.606327,115096.606327,115096.606327,115096.606327,115096.606327
4096,108534.265244,108534.265244,108534.265244,108534.265244,108534.265244,108534.265244
1024,170442.447207,170440.771933,170440.771933,170440.771933,170440.771933,170440.771933
4,175160.961410,146805.646894,146805.646894,146805.646894,146805.646894,146805.646894
256,206416.303164,206416.303164,206416.303164,206416.303164,206416.303164,206416.303164
128,255348.795650,255348.795650,255348.795650,255348.795650,255348.795650,255348.795650
512,472820.171707,347170.951502,347170.951502,347170.951502,347170.951502,347170.951502
8,461206.510922,372277.545090,372277.545090,372277.545090,372277.545090,372277.545090
8192,448590.134711,448590.134711,448590.134711,448590.134711,448590.134711,448590.134711
32,499205.845453,499205.845453,499205.845453,499205.845453,499205.845453,499205.845453
