frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
64,91548.400559,91548.400559,91548.400559,91548.400559,91548.400559,91548.400559
4,142370.209293,142370.209293,142370.209293,142370.209293,142370.209293,142370.209293
1024,218928.959722,218928.959722,218928.959722,218928.959722,218928.959722,218928.959722
32768,223569.974988,223569.974988,223569.974988,223569.974988,223569.974988,223569.974988
8192,134485.240328,134485.240328,134485.240328,134485.240328,134485.240328,134485.240328
2048,191291.762434,191291.762434,191291.762434,191291.762434,191291.762434,191291.762434
16,145305.896745,145305.896745,145305.896745,145305.896745,145305.896745,145305.896745
512,260146.067931,260146.067931,260146.067931,260146.067931,260146.067931,260146.067931
2,271484.112054,271484.112054,271484.112054,271484.112054,271484.112054,271484.112054
128,283236.082085,283236.082085,283236.082085,283236.082085,283236.082085,283236.082085
256,207180.253963,201495.766804,201495.766804,201495.766804,201495.766804,201495.766804
8,310143.960572,310143.960572,310143.960572,310143.960572,310143.960572,310143.960572
65536,386613.058480,264783.809681,264783.809681,264783.809681,264783.809681,264783.809681
32,367312.516889,367312.516889,367312.516889,367312.516889,367312.516889,367312.516889
16384,499492.290444,364322.409315,364322.409315,364322.409315,364322.409315,364322.409315
4096,549368.170417,549368.170417,549368.170417,549368.170417,549368.170417,549368.170417
