frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
2,98853.031142,44051.000000,98853.031142,44051.000000,98853.031142,44051.000000,98853.031142,44051.000000,98853.031142,44051.000000,98853.031142,44051.000000
128,225204.484900,134254.000000,223426.829629,90455.000000,225204.484900,134254.000000,225204.484900,134254.000000,225204.484900,134254.000000,225204.484900,134254.000000
256,311387.275292,150968.000000,311387.275292,150968.000000,311387.275292,150968.000000,311387.275292,150968.000000,311387.275292,150968.000000,311387.275292,150968.000000
8192,363078.576234,97085.000000,363078.576234,97085.000000,363078.576234,97085.000000,363078.576234,97085.000000,363078.576234,97085.000000,363078.576234,97085.000000
2048,423419.791363,201092.000000,397323.432265,187121.000000,423419.791363,201092.000000,423419.791363,201092.000000,423419.791363,201092.000000,423419.791363,201092.000000
4,249668.558143,94185.000000,249668.558143,94185.000000,249668.558143,94185.000000,249668.558143,94185.000000,249668.558143,94185.000000,249668.558143,94185.000000
32,724838.995123,278204.000000,724838.995123,278204.000000,724838.995123,278204.000000,724838.995123,278204.000000,724838.995123,278204.000000,724838.995123,278204.000000
64,560497.642699,252125.000000,560497.642699,252125.000000,560497.642699,252125.000000,560497.642699,252125.000000,560497.642699,252125.000000,560497.642699,252125.000000
512,445078.730143,225587.000000,445078.730143,225587.000000,445078.730143,225587.000000,445078.730143,225587.000000,445078.730143,225587.000000,445078.730143,225587.000000
4096,759119.359891,234684.000000,790853.551759,231403.000000,759119.359891,234684.000000,759119.359891,234684.000000,759119.359891,234684.000000,759119.359891,234684.000000
16384,693579.172975,210208.000000,693584.660404,210208.000000,693579.172975,210208.000000,693579.172975,210208.000000,693579.172975,210208.000000,693579.172975,210208.000000
1024,579021.034467,282469.000000,579021.034467,282469.000000,579021.034467,282469.000000,579021.034467,282469.000000,579021.034467,282469.000000,579021.034467,282469.000000
65536,677628.277851,133895.000000,665311.190563,120889.000000,677628.277851,133895.000000,677628.277851,133895.000000,677628.277851,133895.000000,677628.277851,133895.000000
8,763486.729923,298211.000000,734034.512177,249707.000000,763486.729923,298211.000000,763486.729923,298211.000000,763486.729923,298211.000000,763486.729923,298211.000000
16,898163.798788,288237.000000,898163.798788,288237.000000,898163.798788,288237.000000,898163.798788,288237.000000,898163.798788,288237.000000,898163.798788,288237.000000
32768,621465.448250,219454.000000,621465.448250,219454.000000,621465.448250,219454.000000,621465.448250,219454.000000,621465.448250,219454.000000,621465.448250,219454.000000
