frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
64,445832.809194,212977.000000,481532.989854,98397.000000,426628.378345,161512.000000,445847.916432,212977.000000,445832.809194,212977.000000,445832.809194,212977.000000
256,501983.626621,267261.000000,518620.083824,88272.000000,505241.180172,165770.000000,470466.045802,166380.000000,501983.626621,267261.000000,501983.626621,267261.000000
8,379272.944241,181500.000000,530636.721783,107680.000000,474668.144771,143625.000000,418876.082293,174345.000000,379272.944241,181500.000000,379272.944241,181500.000000
4,145008.892562,63470.000000,153724.569650,32801.000000,153719.263903,52234.000000,144648.224898,63470.000000,145008.892562,63470.000000,145008.892562,63470.000000
1024,379140.440337,211138.000000,490238.076132,82183.000000,398612.894922,175105.000000,372349.639382,200465.000000,379140.440337,211138.000000,379140.440337,211138.000000
4096,256574.238853,138938.000000,297794.414551,49032.000000,262228.047068,102457.000000,257486.584140,138938.000000,256574.238853,138938.000000,256574.238853,138938.000000
2,386439.071251,265716.000000,349428.532380,69490.000000,325228.148656,114229.000000,350795.888512,162622.000000,386439.071251,265716.000000,386439.071251,265716.000000
2048,313988.608763,191074.000000,351042.891461,73888.000000,307401.349896,134118.000000,313988.608763,191074.000000,313988.608763,191074.000000,313988.608763,191074.000000
128,564931.260351,247654.000000,598814.697114,142718.000000,557280.545045,201506.000000,561953.222846,234198.000000,564931.260351,247654.000000,564931.260351,247654.000000
8192,781583.051076,255470.000000,807124.291146,124812.000000,744611.118080,197391.000000,745189.166814,224306.000000,747288.379366,224306.000000,781583.051076,255470.000000
16,467460.817026,257893.000000,533302.556519,107424.000000,495415.700471,208920.000000,467460.817026,257893.000000,467460.817026,257893.000000,467460.817026,257893.000000
32,665604.648442,298254.000000,787850.623408,159706.000000,656823.975275,241457.000000,665604.648442,298254.000000,665604.648442,298254.000000,665604.648442,298254.000000
16384,1584582.878549,252790.000000,1486017.304000,155965.000000,1534747.975148,218933.000000,1551540.792451,242772.000000,1576292.321141,252790.000000,1584582.878549,252790.000000
512,662293.818630,298095.000000,765727.998142,114516.000000,703687.085816,160139.000000,688498.049089,218956.000000,699653.912653,278571.000000,662293.818630,298095.000000
32768,834158.264036,259324.000000,848428.963587,133765.000000,796562.097255,176933.000000,816325.150326,244283.000000,834158.264036,259324.000000,834158.264036,259324.000000
65536,1062364.988356,204317.000000,984346.266065,150254.000000,999246.533798,171922.000000,1054316.124684,203574.000000,1062364.988356,204317.000000,1062364.988356,204317.000000
