frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32768,24567.600677,24573.972125,26394.991514,26567.802393,25042.864972,32327.740162
16,446531.065535,446335.626155,453931.943863,447171.302998,469258.867564,511109.060847
4,438816.426409,440749.967419,465571.256278,478648.474964,469192.258580,493909.746393
64,535185.956217,553015.515580,557244.283919,547772.793822,585500.566411,589103.578268
128,668997.716693,667912.459661,666705.432281,668557.027308,688741.737773,747713.439099
1024,823986.922714,799778.479791,814176.134010,823944.810689,808605.791639,882777.517052
32,760648.119241,770429.515816,762960.783688,783303.706382,768448.664216,835839.081529
256,1021472.535905,1007313.854605,1013273.032008,1016491.118826,1009432.121233,1166885.755207
8,716992.420640,696737.590011,741821.027182,738561.952969,738335.678785,840946.216894
2,750831.164536,761686.842966,784717.684794,813537.534271,794806.791927,844204.315091
512,929752.878592,947520.819333,952876.306265,977771.579965,1021224.230893,997994.561710
4096,1154065.021970,1150524.901566,1133295.093211,1127975.817723,1123064.572830,1240060.379274
8192,1320481.514943,1327869.478663,1330722.496582,1315216.576658,1364584.640281,1383370.715256
16384,1652366.028125,1645924.537612,1638928.276682,1626648.036915,1653014.061607,1636877.234114
2048,1885172.269246,1856876.855399,1820524.166504,1724862.737728,1718032.965895,1881794.060918
65536,2797080.476261,2781529.147016,2735631.691062,2664494.814107,2584128.831739,2673110.131360
