frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,129510.577363,129510.577363,129510.577363,129510.577363,129510.577363,129510.577363
65536,296236.430958,296236.430958,296236.430958,296236.430958,296236.430958,296236.430958
32,130046.807331,130046.807331,130046.807331,130046.807331,130046.807331,130046.807331
2048,150297.144118,151813.902766,151813.902766,151813.902766,151813.902766,151813.902766
16,201143.756135,201143.756135,201143.756135,201143.756135,201143.756135,201143.756135
64,104595.708349,104595.708349,104595.708349,104595.708349,104595.708349,104595.708349
1024,124525.252676,123288.493502,123288.493502,123288.493502,123288.493502,123288.493502
256,115269.664084,115269.664084,115269.664084,115269.664084,115269.664084,115269.664084
512,169290.851625,151444.266811,151444.266811,151444.266811,151444.266811,151444.266811
4,212929.449563,212929.449563,212929.449563,212929.449563,212929.449563,212929.449563
16384,435577.542197,435577.542197,435577.542197,435577.542197,435577.542197,435577.542197
8192,233403.733284,233403.733284,233403.733284,233403.733284,233403.733284,233403.733284
8,287448.847639,287448.847639,287448.847639,287448.847639,287448.847639,287448.847639
128,397099.873308,397099.873308,397099.873308,397099.873308,397099.873308,397099.873308
4096,362229.703491,362229.703491,362229.703491,362229.703491,362229.703491,362229.703491
32768,473199.500685,473199.500685,473199.500685,473199.500685,473199.500685,473199.500685
