frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8192,152351.905154,151380.371855,151380.371855,151380.371855,151380.371855,151380.371855
64,144057.268220,144096.856347,144096.856347,144096.856347,144096.856347,144096.856347
16,161445.899539,157486.189585,161843.560919,161843.560919,161843.560919,161828.635633
65536,757473.333413,757466.531444,757466.531444,757466.531444,757466.531444,757466.531444
16384,214128.612605,206928.413675,214128.612605,214128.612605,214128.612605,214128.612605
8,413425.148702,413425.148702,413425.148702,413425.148702,413425.148702,413425.148702
512,419406.247823,419406.247823,419406.247823,419406.247823,419406.247823,419406.247823
4,249200.990032,249200.990032,249200.990032,249200.990032,249200.990032,249200.990032
32,260660.076090,260481.111949,260481.111949,260481.111949,260481.111949,260477.694243
128,329910.343115,329838.148250,329838.148250,329910.343115,329910.343115,329838.148250
256,438484.622675,438484.622675,438484.622675,438484.622675,438484.622675,438484.622675
1024,536514.124812,529017.214706,528977.099427,528977.099427,528977.099427,528977.099427
2,454737.110298,456496.428364,456496.428364,456496.428364,456496.428364,456496.428364
2048,709000.190566,709000.190566,709000.190566,709000.190566,709000.190566,709000.190566
32768,918460.546941,920975.512572,920975.512572,920975.512572,920975.512572,920975.512572
4096,1104735.938354,1103322.267826,1103322.267826,1103322.267826,1103322.267826,1103322.267826
