frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
4,129843.289561,64087.000000,129843.289561,64087.000000,129843.289561,64087.000000,129843.289561,64087.000000,129843.289561,64087.000000,129843.289561,64087.000000
4096,381331.523810,255043.000000,381331.523810,255043.000000,381331.523810,255043.000000,381331.523810,255043.000000,381331.523810,255043.000000,381331.523810,255043.000000
512,127373.426569,46460.000000,127373.426569,46460.000000,127373.426569,46460.000000,127373.426569,46460.000000,127373.426569,46460.000000,127373.426569,46460.000000
32,151572.048591,85171.000000,151572.048591,85171.000000,151572.048591,85171.000000,151572.048591,85171.000000,151572.048591,85171.000000,151572.048591,85171.000000
32768,314573.727905,217824.000000,314573.727905,217824.000000,314573.727905,217824.000000,314573.727905,217824.000000,314573.727905,217824.000000,314573.727905,217824.000000
64,146196.191602,44943.000000,146196.191602,44943.000000,146196.191602,44943.000000,146196.191602,44943.000000,146196.191602,44943.000000,146196.191602,44943.000000
8,158588.706764,91472.000000,158588.706764,91472.000000,158588.706764,91472.000000,158588.706764,91472.000000,158588.706764,91472.000000,158588.706764,91472.000000
2,229408.228811,136572.000000,229408.228811,136572.000000,229408.228811,136572.000000,229408.228811,136572.000000,229408.228811,136572.000000,229408.228811,136572.000000
65536,485756.235208,148740.000000,485756.235208,148740.000000,485756.235208,148740.000000,485756.235208,148740.000000,485756.235208,148740.000000,485756.235208,148740.000000
16384,237219.034704,191664.000000,237219.034704,191664.000000,237219.034704,191664.000000,237219.034704,191664.000000,237219.034704,191664.000000,237219.034704,191664.000000
16,212440.336064,135839.000000,212440.336064,135839.000000,212440.336064,135839.000000,212440.336064,135839.000000,212440.336064,135839.000000,212440.336064,135839.000000
256,397104.809787,208815.000000,397104.809787,208815.000000,397104.809787,208815.000000,397104.809787,208815.000000,397104.809787,208815.000000,397104.809787,208815.000000
2048,280887.624104,192178.000000,280887.624104,192178.000000,280887.624104,192178.000000,280887.624104,192178.000000,280887.624104,192178.000000,280887.624104,192178.000000
128,268055.032025,179631.000000,268055.032025,179631.000000,268055.032025,179631.000000,268055.032025,179631.000000,268055.032025,179631.000000,268055.032025,179631.000000
1024,314467.764993,224454.000000,314467.764993,224454.000000,314467.764993,224454.000000,314467.764993,224454.000000,314467.764993,224454.000000,314467.764993,224454.000000
8192,440481.836488,274949.000000,440481.836488,274949.000000,440481.836488,274949.000000,440481.836488,274949.000000,440481.836488,274949.000000,440481.836488,274949.000000
