frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
8,46847.119773,16376.000000,51676.261359,16376.000000,46847.119773,16376.000000,46847.119773,16376.000000,46847.119773,16376.000000,46847.119773,16376.000000
16,71569.676302,41197.000000,73419.628132,41197.000000,71569.676302,41197.000000,71569.676302,41197.000000,71569.676302,41197.000000,71569.676302,41197.000000
4,55829.868502,23831.000000,87146.890019,23831.000000,81827.876931,23831.000000,55829.868502,23831.000000,55829.868502,23831.000000,55829.868502,23831.000000
2048,110413.855458,55936.000000,233327.680068,43567.000000,110287.490220,55936.000000,117592.108243,55936.000000,110413.855458,55936.000000,110413.855458,55936.000000
16384,95250.326908,43316.000000,101506.677677,43316.000000,95250.326908,43316.000000,95250.326908,43316.000000,95250.326908,43316.000000,95250.326908,43316.000000
8192,77318.909149,34107.000000,87697.008501,34107.000000,77318.909149,34107.000000,77318.909149,34107.000000,77318.909149,34107.000000,77318.909149,34107.000000
32768,106385.308699,52842.000000,106594.478258,37598.000000,106385.308699,52842.000000,106385.308699,52842.000000,106385.308699,52842.000000,106385.308699,52842.000000
65536,100996.632216,64169.000000,100996.889021,64169.000000,100996.632216,64169.000000,100996.632216,64169.000000,100996.632216,64169.000000,100996.632216,64169.000000
128,135603.936536,75408.000000,136956.332030,66897.000000,146411.217477,75408.000000,135603.936536,75408.000000,135603.936536,75408.000000,135603.936536,75408.000000
4096,226741.955513,131965.000000,473688.411216,131965.000000,253129.140837,131965.000000,226741.955513,131965.000000,226741.955513,131965.000000,226741.955513,131965.000000
256,217605.006041,134124.000000,260016.052193,128040.000000,217605.006041,134124.000000,217605.006041,134124.000000,217605.006041,134124.000000,217605.006041,134124.000000
32,314904.605009,175875.000000,1186731.441961,136475.000000,396427.222318,165491.000000,314904.605009,175875.000000,314904.605009,175875.000000,314904.605009,175875.000000
512,256181.644983,169343.000000,538406.282090,130890.000000,256182.243081,169343.000000,256181.644983,169343.000000,256181.644983,169343.000000,256181.644983,169343.000000
1024,321981.308530,257306.000000,458758.481748,124677.000000,374199.185651,200732.000000,321981.308530,257306.000000,321981.308530,257306.000000,321981.308530,257306.000000
2,363156.844044,320460.000000,1256022.021413,212952.000000,1089259.187224,274788.000000,363156.844044,320460.000000,363156.844044,320460.000000,363156.844044,320460.000000
64,367345.816248,333969.000000,3433876.338372,177417.000000,3355260.791455,221076.000000,367345.816248,333969.000000,367345.816248,333969.000000,367345.816248,333969.000000
