frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
65536,191133.871972,191133.871972,191133.871972,191133.871972,191133.871972,191133.871972
32,312900.372151,312900.372151,312900.372151,312900.372151,312900.372151,312900.372151
8192,353122.303745,353688.588332,353688.588332,353688.588332,353688.588332,353688.588332
4096,171423.103915,172020.187513,172020.187513,172020.187513,172020.187513,172020.187513
8,330978.891887,330978.891887,330978.891887,330978.891887,330978.891887,330978.891887
16,307813.515025,307813.515025,307813.515025,307813.515025,307813.515025,307813.515025
32768,393324.320045,393324.320045,393324.320045,393324.320045,393324.320045,393324.320045
2,357053.800328,359755.841444,359755.841444,359755.841444,359755.841444,359755.841444
2048,397310.239287,401335.474482,401335.474482,401335.474482,401335.474482,401335.474482
256,586667.245103,586667.245103,586667.245103,586667.245103,586667.245103,586667.245103
1024,822110.905321,822110.905321,822110.905321,822110.905321,822110.905321,822110.905321
64,603734.294283,601146.075448,603734.294283,603734.294283,603734.294283,603734.294283
4,468121.826251,468121.826251,468121.826251,468121.826251,468121.826251,468121.826251
128,607574.028150,607574.028150,607574.028150,607574.028150,607574.028150,607574.028150
512,498029.152180,513669.319092,490477.475450,513669.319092,513669.319092,513669.319092
16384,841959.733766,841959.733766,841959.733766,841959.733766,841959.733766,841959.733766
