frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
128,452386.339787,457793.646007,455775.542113,523143.922760,468244.322302,482604.741462
4,419162.242201,405554.080266,407125.106336,436332.480317,428421.822979,482380.605780
512,834635.922503,822480.612701,823649.044951,781433.710473,876178.332072,876267.081416
8,667961.966886,643527.716630,651853.946101,675296.582665,699064.557010,771411.875676
16,799142.337247,788425.876761,780337.057403,769707.545739,803790.117782,842392.304080
2,493451.307275,506929.288672,503350.924253,503629.456894,497484.183909,570672.831182
4096,914263.998480,896922.815090,896422.468557,926940.182679,921602.833410,995934.004477
32768,1355035.589615,1355438.325745,1352044.836344,1347747.021313,1337868.693165,1429849.167459
64,967892.092023,904558.278246,883748.837564,950275.203923,920660.571641,956773.774471
256,1082718.152720,1029744.786707,1022486.338173,1052268.255721,1034802.265606,1092925.035711
1024,727100.828419,708477.158869,732250.665613,766192.544122,891679.408122,833737.497964
2048,850375.045814,837031.304587,838934.686964,835488.050420,851630.338481,1014551.540524
32,1076322.161357,1062708.410444,1079766.587532,1100136.483009,1099902.451247,1241942.198202
16384,1274193.649153,1272106.183525,1267458.182431,1267149.009198,1302408.451420,1318935.191638
8192,1140782.227369,1157804.100964,1150931.755787,1159896.867469,1170431.970528,1282057.809184
65536,3086817.771650,3086817.771650,3086363.738121,3086363.738121,3086363.738121,3070317.187266
