frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32,100360.716523,100360.716523,100360.716523,100360.716523,100360.716523,100360.716523
4096,89743.731776,89743.731776,89743.731776,89743.731776,89743.731776,89743.731776
8192,103712.165781,103712.165781,103712.165781,103712.165781,103712.165781,103712.165781
1024,204751.770840,204751.770840,204751.770840,204751.770840,204751.770840,204751.770840
32768,189603.879929,189603.879929,189603.879929,189603.879929,189603.879929,189603.879929
512,176039.506486,176039.506486,176039.506486,176039.506486,176039.506486,176039.506486
256,184656.367515,184656.367515,184656.367515,184656.367515,184656.367515,184656.367515
2,390564.490037,390564.490037,390564.490037,390564.490037,390564.490037,390564.490037
8,333692.914343,333692.914343,333692.914343,333692.914343,333692.914343,333692.914343
4,458967.799002,458967.799002,458967.799002,458967.799002,458967.799002,458967.799002
128,301411.265206,301411.265206,301411.265206,301411.265206,301411.265206,301411.265206
2048,411638.391362,217226.391771,217226.391771,217226.391771,406894.020394,217226.391771
16,280590.096069,280590.096069,280590.096069,280590.096069,280590.096069,280590.096069
64,1688955.681926,360457.533282,360457.533282,360457.533282,360457.533282,360457.533282
65536,391809.519810,391809.519810,391809.519810,391809.519810,391809.519810,391809.519810
16384,574326.634267,574326.634267,574326.634267,574326.634267,574326.634267,574326.634267
