frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
256,67570.621190,67570.621190,67570.621190,67570.621190,67570.621190,67570.621190
32,76428.046403,76428.046403,76428.046403,76428.046403,76428.046403,76428.046403
512,86135.191176,86135.191176,86135.191176,86135.191176,86135.191176,86135.191176
8192,104928.606104,104928.606104,104928.606104,104928.606104,104928.606104,104928.606104
8,87407.733702,87407.733702,87407.733702,87407.733702,87407.733702,87407.733702
4096,92861.568617,92861.568617,92861.568617,92861.568617,92861.568617,92861.568617
64,110778.340234,110778.335048,110778.335048,110778.335048,110778.335048,110778.335048
32768,140233.475091,140233.475091,140233.475091,140233.475091,140233.475091,140233.475091
2,99225.494809,99225.494809,99225.494809,99225.494809,99225.494809,99225.494809
1024,203629.198179,203629.198179,203624.703224,203624.703224,203624.703224,203624.703224
2048,302998.999233,302998.999233,302998.999233,302998.999233,302998.999233,302998.999233
4,215578.001095,215578.001095,215578.001095,215578.001095,215578.001095,215578.001095
16384,148605.981471,144288.395517,144288.395517,144288.395517,144288.395517,144288.395517
128,134629.276192,134629.276192,134629.276192,134629.276192,134629.276192,134629.276192
65536,572190.489201,572190.489201,572190.489201,572190.489201,572190.489201,572190.489201
16,333678.814326,333678.814326,333678.814326,333678.814326,333678.814326,333678.814326
