frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
256,130078.155860,130078.155860,130078.155860,130078.155860,130078.155860,130078.155860
32768,225175.615460,225175.615460,225175.615460,225175.615460,225175.615460,225175.615460
16,99338.409571,99338.409571,99338.409571,99338.409571,99338.409571,99338.409571
8,113556.269237,113556.269237,113556.269237,113556.269237,113556.269237,113556.269237
32,167353.189695,167353.189695,167353.189695,167353.189695,167353.189695,167353.189695
1024,282749.527218,282749.527218,282749.527218,282749.527218,282749.527218,282749.527218
16384,156981.427905,151289.280549,151289.280549,151289.280549,151289.280549,151289.280549
65536,381115.226876,381115.226876,381115.226876,381115.226876,381115.226876,381115.226876
4096,243066.537559,243066.537559,243066.537559,243066.537559,243066.537559,243066.537559
64,279371.407268,239626.619222,239626.619222,239626.619222,239626.619222,239626.619222
8192,209304.581911,209304.581911,209304.581911,209304.581911,209304.581911,209304.581911
512,293335.457035,293007.601990,293007.601990,293007.601990,293007.601990,293007.601990
4,299587.090231,228926.894905,228926.894905,228926.894905,300097.230587,228926.894905
128,304807.342425,304807.342425,304807.342425,304807.342425,304807.342425,304807.342425
2048,490124.670405,490124.670405,490124.670405,490124.670405,490124.670405,490124.670405
2,578917.290214,578917.290214,578917.290214,578917.290214,578917.290214,578917.290214
