frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
16384,146097.790065,148061.067425,148061.067425,148061.067425,148061.067425,148061.067425
512,121829.533788,121829.533788,121829.533788,121829.533788,121829.533788,121829.533788
1024,283281.846120,283281.846120,283281.846120,283281.846120,283281.846120,283281.846120
256,292192.579760,292192.579760,292192.579760,292192.579760,292192.579760,292192.579760
8,423058.230639,423058.230639,423058.230639,423058.230639,423058.230639,423058.230639
32768,360017.192274,360017.192274,360017.192274,360017.192274,360017.192274,360017.192274
64,263237.489234,263237.489234,263237.489234,263237.489234,263237.489234,263237.489234
16,337186.818967,337196.319621,337186.547267,337186.547267,337186.818967,337186.547267
128,319079.791149,319079.791149,319079.791149,319079.791149,319079.791149,319079.791149
65536,269744.893512,269744.893512,269744.893512,269744.893512,269744.893512,269744.893512
32,428994.269237,428994.269237,428994.269237,428994.269237,428994.269237,428994.269237
8192,460242.552414,460242.552414,460242.552414,460242.552414,460242.552414,460242.552414
4,341924.297632,341924.297632,341924.297632,341924.297632,341924.297632,341924.297632
2,451529.863166,451529.863166,451529.863166,451529.863166,451529.863166,451529.863166
2048,698211.676366,698211.676366,698211.676366,698211.676366,698211.676366,698211.676366
4096,942817.173789,948365.814474,948365.814474,948365.814474,948365.814474,948365.814474
