frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
8,474057.759630,73020.000000,440092.818429,47083.000000,444652.757550,67526.000000,456590.872653,85910.000000,456096.542827,73892.000000,465250.346795,73020.000000
2048,1104998.406785,81522.000000,908980.090470,62356.000000,907531.925805,95742.000000,929924.083199,121600.000000,919619.916916,119248.000000,938556.373035,134562.000000
4,206325.312211,24625.000000,206767.740064,43491.000000,199655.771820,34543.000000,206619.754915,46361.000000,211948.889825,24625.000000,205232.967254,24625.000000
2,435617.005915,101493.000000,395447.411452,70548.000000,395487.493840,72301.000000,405091.846129,79756.000000,427506.024459,68827.000000,437418.256885,84867.000000
65536,1537292.269005,298060.000000,1288860.012678,140724.000000,1282165.436947,147221.000000,1282750.723762,154222.000000,1286072.740108,161627.000000,1537292.269005,298060.000000
256,808875.321131,104907.000000,694137.978308,43671.000000,721944.200873,63237.000000,710984.761029,87252.000000,711808.784703,114169.000000,749151.884669,102137.000000
16,822526.961365,106572.000000,728503.204876,66238.000000,716220.811819,104899.000000,720576.374800,95760.000000,725731.572856,98445.000000,767981.599584,95062.000000
32,345744.503086,28680.000000,325058.909878,51873.000000,331532.920601,90826.000000,328361.778394,85591.000000,329725.879940,70477.000000,335310.092914,34794.000000
512,1153855.528569,240131.000000,1096686.794957,62635.000000,1103809.085980,79545.000000,1104390.710349,90602.000000,1122754.576550,103868.000000,1143891.980061,119973.000000
64,872811.900783,62587.000000,800141.928810,62587.000000,780279.822840,80329.000000,833658.428340,147481.000000,815860.605861,112043.000000,823682.999709,63938.000000
128,971546.903779,71788.000000,892126.943981,63430.000000,928833.417189,86365.000000,875919.949933,67163.000000,916424.273574,63230.000000,970670.153824,71788.000000
4096,1354181.761134,165563.000000,1363318.091441,79155.000000,1347598.345027,95081.000000,1337529.161061,138561.000000,1350031.558187,144038.000000,1354181.761134,165563.000000
1024,1277307.302631,261312.000000,1243007.754179,70779.000000,1219467.716531,106422.000000,1190048.473877,150899.000000,1175243.491179,150899.000000,1277307.302631,261312.000000
16384,1531175.577970,199521.000000,1572877.970675,144228.000000,1570972.337133,152979.000000,1570976.682847,152979.000000,1555748.387254,158404.000000,1610922.604741,137823.000000
8192,1090314.540369,122996.000000,986889.562623,39142.000000,987578.355421,39142.000000,983759.862417,49549.000000,1014518.611864,52695.000000,1054743.378752,83202.000000
32768,1707786.271749,260637.000000,1692046.121213,42877.000000,1690521.766939,50598.000000,1674903.733485,66026.000000,1686915.904794,89627.000000,1729969.695363,108307.000000
