frequency,Dynamic_njobs25_mode0_L2_norm_flow_time,Dynamic_njobs25_mode0_maximum_flow_time,Dynamic_njobs25_mode1_L2_norm_flow_time,Dynamic_njobs25_mode1_maximum_flow_time,Dynamic_njobs25_mode2_L2_norm_flow_time,Dynamic_njobs25_mode2_maximum_flow_time,Dynamic_njobs25_mode4_L2_norm_flow_time,Dynamic_njobs25_mode4_maximum_flow_time,Dynamic_njobs25_mode8_L2_norm_flow_time,Dynamic_njobs25_mode8_maximum_flow_time,Dynamic_njobs25_mode16_L2_norm_flow_time,Dynamic_njobs25_mode16_maximum_flow_time
128,83418.673023,60002.000000,173208.880840,35285.000000,114862.899241,40199.000000,83418.667749,60002.000000,83418.673023,60002.000000,83418.673023,60002.000000
32768,62007.931864,32544.000000,113020.948828,27173.000000,87631.671004,32544.000000,62007.931960,32544.000000,62007.931864,32544.000000,62007.931864,32544.000000
256,122343.416169,60531.000000,181329.305194,60531.000000,128716.621355,60531.000000,122343.416169,60531.000000,122343.416169,60531.000000,122343.416169,60531.000000
65536,196870.375608,97420.000000,230389.490192,61751.000000,211948.512101,63982.000000,201605.815048,82482.000000,196870.375608,97420.000000,196870.375608,97420.000000
2,143810.118295,90906.000000,460061.750951,42110.000000,336129.154331,65604.000000,210607.086844,65604.000000,143810.118295,90906.000000,143810.118295,90906.000000
16384,147708.963624,65123.000000,161953.500607,43150.000000,148041.971721,52011.000000,147647.977142,65123.000000,147708.963624,65123.000000,147708.963624,65123.000000
4096,125416.544008,92513.000000,574548.126174,45173.000000,542226.281817,56066.000000,125416.544008,92513.000000,125416.544008,92513.000000,125416.544008,92513.000000
1024,230431.580412,147375.000000,1142034.284924,115756.000000,984646.263987,147375.000000,230584.718188,147375.000000,230431.580412,147375.000000,230431.580412,147375.000000
16,238983.355245,182940.000000,402126.180964,81363.000000,264762.530534,92488.000000,238983.355245,182940.000000,238983.355245,182940.000000,238983.355245,182940.000000
8192,257059.353598,166337.000000,351514.900811,66736.000000,312389.251435,94615.000000,294702.945128,108084.000000,257059.353598,166337.000000,257059.353598,166337.000000
512,238468.107295,206004.000000,1987967.238060,158502.000000,1697081.090751,171081.000000,238468.107295,206004.000000,238468.107295,206004.000000,238468.107295,206004.000000
2048,342835.024836,230958.000000,1220881.486896,138505.000000,1034328.770558,138505.000000,345983.099631,230958.000000,342835.024836,230958.000000,342835.024836,230958.000000
64,348256.909420,238374.000000,1736985.226659,174112.000000,1520393.052669,174112.000000,348256.909420,238374.000000,348256.909420,238374.000000,348256.909420,238374.000000
32,320094.059868,279254.000000,1037982.255564,146241.000000,920971.025724,233899.000000,320094.059868,279254.000000,320094.059868,279254.000000,320094.059868,279254.000000
4,332173.756307,292955.000000,2272307.887346,169689.000000,2256190.913469,198741.000000,332179.621192,292955.000000,332173.756307,292955.000000,332173.756307,292955.000000
8,569882.799635,461150.000000,7422687.518352,395093.000000,7053487.449022,395093.000000,6681629.699555,395093.000000,569882.799635,461150.000000,569882.799635,461150.000000
