frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
2,97106.208452,97106.208452,97106.208452,97106.208452,97106.208452,97106.208452
16,89246.478457,89246.478457,89246.478457,89246.478457,89246.478457,89246.478457
8192,122896.401131,122896.401131,122896.401131,122896.401131,122896.401131,122896.401131
128,155548.246339,155548.246339,155548.246339,155548.246339,155548.246339,155548.246339
512,130466.458686,130466.458686,130465.297616,130465.297616,130465.297616,130465.297616
8,115633.575081,115633.575081,115633.575081,115633.575081,115633.575081,115633.575081
16384,369243.572507,369243.572507,369243.572507,369243.572507,369243.572507,369243.572507
256,321912.742983,321856.891988,321856.891988,321856.891988,321912.742983,321856.891988
4,370851.334472,370375.216194,370375.216194,370375.216194,370375.216194,370375.216194
4096,393854.009627,393854.009627,393854.009627,393854.009627,393854.009627,393854.009627
32768,302505.877492,302505.877492,302505.877492,302505.877492,302505.877492,302505.877492
32,337454.914037,337454.914037,337454.914037,337454.914037,337454.914037,337454.914037
64,334618.266232,334618.266232,334618.266232,334618.266232,334618.266232,334618.266232
2048,347065.111972,347065.111972,347065.111972,347065.111972,347065.111972,347065.111972
1024,512942.417508,512942.417508,512942.417508,512942.417508,512942.417508,512942.417508
65536,592432.417202,592432.417202,592432.417202,592432.417202,592432.417202,592432.417202
