arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
24,4.073000,262144,7305.880850
24,5.649000,4096,32176.235112
24,4.639000,32768,18132.679118
24,7.918000,512,60611.069418
24,16.772000,64,185599.887104
