arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
26,7.918000,512,71949.831925
26,4.639000,32768,39132.203388
26,4.073000,262144,63664.697478
26,16.772000,64,142703.917939
26,5.649000,4096,37792.443980
