arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,4.073000,262144,31166.877017
20,4.639000,32768,47765.635377
20,16.772000,64,207533.052922
20,7.918000,512,114828.626309
20,5.649000,4096,64220.514051
