arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
24,4.073000,262144,18510.344027
24,4.639000,32768,69495.726617
24,5.649000,4096,40425.045999
24,7.918000,512,57783.556632
24,16.772000,64,193901.427254
