arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
26,16.772000,64,117877.919294
26,4.639000,32768,13663.558577
26,4.073000,262144,5391.019755
26,5.649000,4096,35933.549310
26,7.918000,512,48246.086670
