arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
30,16.772000,64,17072.805511
30,4.073000,262144,10494.907289
30,5.649000,4096,7402.394545
30,7.918000,512,33251.145574
30,4.639000,32768,63012.666441
