arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ_sm/FCFS,RMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,RMLFQ_FF/RR,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/SETF_L2_Norm,RMLFQ_bFF_L2_Norm/FCFS_L2_Norm,RMLFQ_bFF_L2_Norm/RR_L2_Norm,RMLFQ_bFF_L2_Norm/SETF_L2_Norm,RMLFQ_bFF_L2_Norm/RMLFQ_L2_Norm,RMLFQ_bFF_L2_Norm/MLFQ_L2_Norm,RMLFQ_bFF_L2_Norm/SRPT_L2_Norm
20,"{'L': 16.772, 'H': 64}",1.0000492159133718,2.8769421511416104,3.694053561990241,3.737047535447449,3.7005482599312156,1.7418098414527252,0.5741437395251475,1.6516970352757616,2.1208133483212395,0.0,2.145496854197719,2.124542054972453,0.5741154839072261,1.2887471164727453,0.9999924254825773,1.3333661118873825,1.7473343605010043,1.7743127784698716,1.945708134600841,0.8114191878817428,1.2323992831536505,1.6432518873114308,2.153429924503662,2.1866783593099623,0.6852857775407927,2.161739654587515,1.3155254354366794,0.9015108708979146,0.9885951655321101,1.00385883468475,1.7540770349371608
20,"{'L': 7.918, 'H': 512}",1.0104643043915862,5.607716596708808,3.153826222038232,3.2373759902150123,3.1105338987114983,9.404991339787307,0.1074391530927702,0.5962489909996691,0.3353353669445862,0.0,0.34421892304349805,0.3307322448615719,0.10632652002235815,0.5781183844336966,1.0022900219975492,1.5106835932220277,1.6771768141899466,1.6987013573155831,1.8252748633672158,1.7496773438758315,0.5728427732723035,0.8634069581512714,0.9585634860394981,0.9708654931501097,0.8276471799075571,0.9716978520882836,1.125422771862859,0.9314529833360414,1.0008573370297393,1.0137021347464974,1.7001577168916786
20,"{'L': 5.649, 'H': 4096}",1.0530513026680974,7.435137104253488,3.022389227759677,3.030218509271709,3.033896402286147,38.83992210793276,0.02711260078590682,0.19143027845400643,0.07781656253997422,0.0,0.07801814073805287,0.07811283436293238,0.02574670456910514,0.4116208640092404,0.9984666671186562,1.4931595529371258,1.63329137154442,1.6351349127318713,1.837443453283013,3.7182588302436734,0.2685307055542506,0.40157493630944263,0.4392624198884464,0.4397582275424097,0.8126288459485677,0.44266881121136487,1.1023317721957042,0.8957865958918344,1.0066185996910644,1.0077547979719812,1.6459572161601272
20,"{'L': 4.639, 'H': 32768}",1.4122030316369634,7.359484552185491,2.557266130757889,2.567988801528723,2.574421120100594,96.25770113839401,0.014671065430978616,0.07645605977649965,0.02656687309705426,0.0,0.026678268555745063,0.02674509249290333,0.01038877916440426,0.35541248350175286,1.016168949634328,1.5593875230744536,1.5565550309102827,1.555968176894231,1.8260724825765786,6.85891172638107,0.14815308757013027,0.227352032695896,0.22693906745050926,0.22685350664444226,0.853957078896543,0.23098675886772657,1.0159872165149821,0.8676094756113636,1.0182199177099895,1.0178360273649225,1.5843177890366065
20,"{'L': 4.073, 'H': 262144}",1.776428041813566,8.282564163051402,3.047959898587806,3.0499896320704387,3.072744451858591,167.22150970463676,0.010623202989563183,0.04953049507614713,0.018227080379619915,0.0,0.018239218372430872,0.01837529428651839,0.005980091925771387,0.3643103760994827,0.9876194453393395,1.4964126675563827,1.6706802651692465,1.6831122659657283,2.0847733363385608,9.667135207062408,0.10216257703914451,0.15479380762805153,0.17282061638578475,0.17410662310134198,0.7177819485088472,0.17290917713013568,1.11702903223114,0.8017832752958196,0.9931223410696485,1.0005124431691252,1.6715363938589247
22,"{'L': 16.772, 'H': 64}",1.0000898880806641,3.0317587086611177,3.940495424918592,4.01918086465597,3.926486237292226,1.8356403849790512,0.5448179808334721,1.6516081981361055,2.1466598017582634,0.0,2.189525191069403,2.1390280304478244,0.5447690125925249,0.607707707048415,0.9999910637948477,1.225811405001848,1.7796571736858993,1.819409666098581,2.0055361538945666,0.731859176879452,1.3663708748705914,1.6749279693786734,2.431693459490548,2.486010592715796,0.6112138156280229,1.0164370249114478,0.6068541713399784,0.37091765359449025,0.4088627087469728,0.41799554172605147,0.7438887644014912
22,"{'L': 7.918, 'H': 512}",1.0094999193551326,5.842132071198392,3.286094966702005,3.3206524104974786,3.240589281973283,10.107279122167613,0.0998785041110683,0.5780123414604469,0.32512162046606935,0.0,0.32854068541696013,0.32061935193477714,0.09893859543334146,1.7300668658273441,0.9994262192495085,1.4241296644904324,1.7239701707895594,1.7327751021820836,1.882905226561137,1.6060123071658414,0.6223029641741749,0.8867489110364414,1.0734476710405043,1.0789301516872825,0.756346970841122,1.0,1.127714945633471,0.8529437831021364,0.9268440579180703,0.931577781551931,1.6060123071658414
22,"{'L': 5.649, 'H': 4096}",1.1096860732359466,7.2726623043106615,2.9678155041797516,2.982402393855963,2.761786700207568,39.78533443761322,0.027891837254152747,0.1827975661663675,0.07459571588705727,0.0,0.07496235575278683,0.06941720458673745,0.02513488988180016,0.4077941768093537,0.9979289265390993,1.508644292248715,1.6334144255934395,1.6304904382685201,1.734673403537112,3.5433647872800336,0.28163313303825316,0.4257660113529503,0.46097834224042317,0.46015314147774244,0.8696993273618487,0.459594717973391,1.079453750929868,0.9388002011019309,0.9987864398739991,0.9969985048314688,1.6285117400868117
22,"{'L': 4.639, 'H': 32768}",4.24721621164967,6.150706098445004,3.5302669420932054,3.6065093969642708,2.2479756331085956,90.12709590330276,0.047124742776650685,0.06824480514765602,0.039169873462702315,0.0,0.04001581722808078,0.024942284121974214,0.011095442385860282,0.584665414961506,0.995866809880377,1.4186994108908513,2.019062275780252,2.008404550480152,2.110577676533946,5.251963837102456,0.18961798686523393,0.2701274142195079,0.3844394855723497,0.38241020174049845,0.6721853579066951,0.3824777583199442,1.4159161128649438,0.9517580790919787,1.0001766599822344,0.9948971754306535,2.00875935519236
22,"{'L': 4.073, 'H': 262144}",10.154995743043148,5.50193269197421,3.689211942749804,3.7315220940620186,1.8664736398715194,109.28003168384181,0.09292636162865123,0.050347100080386675,0.033759250303139254,0.0,0.03414642214652435,0.017079731869692503,0.009150802617747231,0.6731913767078305,1.9452459264788335,1.4831480115012525,1.4869332295716937,1.4659110750606843,1.7425376440790448,7.387307085682635,0.2633227377604109,0.20076977906817312,0.20128217391334985,0.19843646108901733,0.8511425945607715,0.19699018215552047,0.9811744729202034,0.8351193865980995,0.992711627059061,0.97867674183767,1.4552269684473893
