arrival_rate,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ_sm/FCFS,RMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,RMLFQ_FF/RR,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/SETF_L2_Norm,RMLFQ_aFF_L2_Norm/FCFS_L2_Norm,RMLFQ_aFF_L2_Norm/RR_L2_Norm,RMLFQ_aFF_L2_Norm/SETF_L2_Norm,RMLFQ_aFF_L2_Norm/RMLFQ_L2_Norm,RMLFQ_aFF_L2_Norm/MLFQ_L2_Norm,RMLFQ_aFF_L2_Norm/SRPT_L2_Norm
20,"{'L': 16.772, 'H': 64}",1.0000048470148495,2.8798248000243514,3.698413738397655,3.592012622392697,3.7388153917727367,1.7456343311551057,0.5728604377029725,1.6497296991854755,2.118664643786178,0.0,2.057711949338108,2.1418090404413164,0.5728576610533828,0.9615186145133676,0.99999950559753,1.3312954837941608,1.7428111918601163,1.6911534515901308,1.9563181359753965,0.8110486748536037,1.2329710122244295,1.6414495517602108,2.1488367417340246,2.085144213934371,0.6805107304954738,1.5799444232780482,0.9625299916063776,0.6550119877118584,0.7577147003644977,0.7352556816406147,1.281411830842002
20,"{'L': 7.918, 'H': 512}",1.0004084994885838,5.323675225858668,3.2236226209711685,8.52402902273953,3.2050314347130815,8.891517127065914,0.11251268880125362,0.5987364304403485,0.36255034713462025,0.0,0.9586698086417959,0.3604594569083061,0.1124667461929511,1.0352501228752982,0.9999612471314419,1.4649584600578744,1.6650201706495102,2.6927732772086332,1.8316878254004676,1.7057241023967553,0.5862385632743136,0.8588484257210325,0.9761368607677814,1.5786687151954706,0.799786098778915,0.8529151725867203,0.9930916178494116,0.7942608707698221,0.5402749572326278,0.8737659716239576,1.4548379671810572
20,"{'L': 5.649, 'H': 4096}",1.0056666059930865,7.5740134750153905,3.038030805978822,14.696852960851881,3.2281080940666618,39.417392643381234,0.02551327062882108,0.1921490227306341,0.07707335778052668,0.0,0.37285198170812295,0.08189552574601124,0.025369511602333618,1.0780361212595007,0.9999129202893813,1.4921096049150242,1.6524448581829438,3.661786178505011,1.934342024217918,3.6493157922342436,0.2740001077509377,0.4088737971348598,0.4528094997148101,1.0034171847493452,0.7713783737487199,0.4113987529630652,1.006175391638933,0.7761419373084215,0.4099977150240188,0.9085470892774415,1.5013239660935884
20,"{'L': 4.639, 'H': 32768}",1.0810405557676916,10.539865223279623,2.852567724156948,25.14185698888692,2.9688639130044288,170.735547977907,0.006331666536763493,0.061732107625551244,0.016707520829382684,0.0,0.14725613550694347,0.017388668898574048,0.005857011101925879,1.1084166969925653,0.9976761339393487,1.5459807213138788,1.6209658896289836,5.001705461806454,1.8709725441489549,7.6457708650739615,0.13048731796250315,0.20220076544223298,0.21200817003731945,0.6541793561528697,0.826297919843124,0.20470356682516966,1.0123778037014983,0.8365256732938986,0.3129165799865659,0.9655456522696083,1.565116567208603
20,"{'L': 4.073, 'H': 262144}",1.150945401812065,11.228570482111932,3.030215044189186,29.404110332415197,3.344034800396174,275.8239825099486,0.004172753186066958,0.040709188446682414,0.010986046306107158,0.0,0.10660461815119586,0.012123800004503084,0.0036255005489376955,1.114830083646824,1.018304031820841,1.5529344372301954,1.7083002568911636,5.618150913732574,2.058272769747089,10.566977265896854,0.09636663410900355,0.14696108434358335,0.16166404203446297,0.531670578289613,0.7544842744147137,0.15310304185502918,1.0417930878700272,0.7860165019918814,0.28796598515487254,0.9470444999908589,1.617836362621748
22,"{'L': 16.772, 'H': 64}",1.0000087540457383,3.005330658377034,3.920051972828836,4.815693268145216,3.889089338013005,1.8175107851810728,0.5502078789293736,1.6535421318435932,2.1568246003218596,0.0,2.649609183840658,2.139788863825393,0.5502030624265997,0.9601370957381925,0.9999994983203648,1.2210312196073017,1.7655847237272084,2.0424104671790935,1.9877055683261542,0.7302665912300682,1.3693622443222493,1.6720348900948416,2.417726272748203,2.796801184261815,0.6142917940485176,1.6035460779936315,0.9590386465575935,0.5891295707557264,0.5733500425475793,0.6632455030448497,1.1710161282567544
22,"{'L': 7.918, 'H': 512}",1.000961733545535,6.128781293958369,3.323391778229421,10.733745910283435,3.2199413287246856,10.608854405856599,0.09435153837090608,0.5777043457750713,0.3132658486098884,0.0,1.0117723836758368,0.30351451773596994,0.09426088451623503,1.039024345812317,0.9999900277290644,1.4006638569779368,1.6950875553097082,3.114002275960137,1.8292418591933686,1.5798768711848792,0.6329544067437926,0.8865652017093358,1.0729238374370422,1.9710411189352315,0.7657073065207355,0.8781800357740437,0.9905419636151689,0.7584652189555313,0.4455412052735064,0.8184924270783333,1.3874163272557216
22,"{'L': 5.649, 'H': 4096}",1.0182549384331145,8.981630247857206,3.066454036320466,18.36875041203744,3.0922939186506184,52.6888342772486,0.019325820212211527,0.17046553356249777,0.05819931449203805,0.0,0.3486270035009902,0.05868973874766275,0.018979353286466744,1.0820464184911252,0.9991873895728683,1.4613727387249598,1.7159514408484757,4.246282162595357,1.8579686015065409,3.529430903454333,0.28310155855295005,0.4140533640408377,0.48618360517244735,1.2031067553807118,0.7865432911729511,0.41531122742225557,1.0030379257618924,0.7889327513000489,0.3451989821891028,0.8542271335433994,1.4658122806156595
22,"{'L': 4.639, 'H': 32768}",1.2432452313223334,11.440544124741114,2.996378249602764,24.87405658806154,2.962783076365435,209.26825251349567,0.005940916581420571,0.05466927729041612,0.014318360351432325,0.0,0.11886206478671396,0.014157823945007452,0.004778555695807276,1.0923005992027517,0.9975090022540016,1.4600203355943597,1.7131992372922347,5.066767303131927,1.8131714907482577,6.657572425606516,0.1498307398680874,0.21930220841140144,0.2573309200066508,0.7610532757621988,0.8052301412437497,0.21943361705615755,1.0005992125921028,0.8057126452839237,0.28832885166467964,0.8527293068803632,1.4608951981641742
22,"{'L': 4.073, 'H': 262144}",1.285704643001918,10.89049731396591,2.8819172502910817,23.79275456330905,3.6102338199166955,349.5686669949125,0.003677974499415388,0.031154100301914088,0.008244209285304806,0.0,0.06806317845316302,0.010327681399343602,0.0028606682875686727,1.1086165369555783,0.9981653204904976,1.4908130842335396,1.6322843195180115,5.003645862628372,2.350539951407162,12.08906856054564,0.08256759530243292,0.12331910244094538,0.13502151231445564,0.41389837749439756,0.6342428186940866,0.12545884451825132,1.017351262172303,0.6452477321221481,0.30311509138484,0.9291767094569823,1.5166805729079753
