arrival_rate,possibility,bp_parameter,SJF/SRPT,RR/SRPT,MLFQ/SRPT,RMLFQ_SM/SRPT,RMLFQ/SRPT,SETF/SRPT,FCFS/SRPT,SJF/FCFS,RR/FCFS,MLFQ/FCFS,RMLFQ_sm/FCFS,RMLFQ/FCFS,SETF/FCFS,SPRT/FCFS,SJF_L2_Norm/SRPT_L2_Norm,RR_L2_Norm/SRPT_L2_Norm,MLFQ_L2_Norm/SRPT_L2_Norm,RMLFQ_SM_L2_Norm/SRPT_L2_Norm,RMLFQ_L2_Norm/SRPT_L2_Norm,SETF_L2_Norm/SRPT_L2_Norm,FCFS_L2_Norm/SRPT_L2_Norm,SJF_L2_Norm/FCFS_L2_Norm,RR_L2_Norm/FCFS_L2_Norm,MLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_L2_Norm/FCFS_L2_Norm,RMLFQ_SM_L2_Norm/FCFS_L2_Norm,RMLFQ_SM_L2_Norm/RR_L2_Norm,RMLFQ_SM_L2_Norm/SETF_L2_Norm
20,0.5,"{'L': 16.772, 'H': 64}",1.0000108245803137,11.545126772941767,3.7003587867685397,5.610091546690006,5.8142982455526155,1.0000108245803137,1.7445091757129922,0.5732333417917408,6.6179799646070645,2.121146072651741,3.2158567147674217,3.3329135360817315,0.5732333417917408,0.57322713684856,1.000027404477862,4.758397727063683,1.7445688290147672,2.435152235320294,2.626860305755487,1.000027404477862,0.8104785694255171,1.2338727292773464,5.871096296150713,2.1525169138665214,3.2411224736237707,3.0045855957010397,0.5117588682152848,2.4350855030735326
20,0.5,"{'L': 7.918, 'H': 512}",1.0003993995563192,49.28645096471613,3.218544183567524,26.916214910779203,9.438148486625856,1.0003993995563192,8.877344937759508,0.11269128400104762,5.551936002292505,0.3625570715268196,3.032011834562373,1.0631724409492063,0.11269128400104762,0.11264629312155387,0.9999914739597173,8.721432916989214,1.6625154979811634,5.018980062557812,3.2393020663643544,0.9999914739597173,1.718057302334102,0.5820478005018566,5.076334127587324,0.9676717393084147,1.8854447182661105,2.921311213391529,0.575476542711338,5.019022854948854
20,0.5,"{'L': 5.649, 'H': 4096}",1.0055257156583928,186.44297934621864,3.021637521924011,93.25890050031254,13.068185604670992,1.0055257156583928,38.07972068292985,0.026405805967719284,4.896122555588916,0.07935030687550532,2.44904371218558,0.34317966020504764,0.026405805967719284,0.026260696824078174,0.9999436223293895,16.099575387828608,1.6419324889943765,8.810122085026654,3.6665149633866476,0.9999436223293895,3.546711090482811,0.2819354598722807,4.53929710571294,0.4629450911297265,1.0337788643753127,2.48402586516494,0.547226984115815,8.81061880719164
20,0.5,"{'L': 4.639, 'H': 32768}",1.1600827517070258,1039.369314917242,2.912704569850558,564.8564242591441,28.29039408493441,1.1600827517070258,197.87496061770295,0.005862706165982876,5.252657090481081,0.014719924950372786,2.854612945952541,0.1429710661552162,0.005862706165982876,0.005053696520662932,1.019819380885116,39.22196490186854,1.6700550969021462,22.529230341451505,5.527971674407638,1.019819380885116,8.024351712856236,0.12709056349701245,4.887867120658354,0.20812336705362292,0.68889947402866,2.807607536114879,0.5744034088505905,22.09139261689463
20,0.5,"{'L': 4.073, 'H': 262144}",1.083912278393154,873.2925887769679,2.9384056277876303,618.6318448861597,24.493615713759972,1.083912278393154,263.660722854671,0.004111011555523206,3.3121830939465493,0.011144646786875686,2.346317791243968,0.09289823470316728,0.004111011555523206,0.0037927530091434853,1.0003182621225188,35.299809721812,1.6697508779378967,27.107704710633094,5.131325109679711,1.0003182621225188,11.920892000684766,0.0839130378888642,2.9611718418205855,0.14006928993585227,0.43044808302809506,2.2739661351747804,0.7679277855677238,27.099080099882197
22,0.5,"{'L': 16.772, 'H': 64}",1.000008800433879,15.579143031792563,3.9175331556394943,6.764910206215417,6.848243255838627,1.000008800433879,1.8179558516024075,0.550073204226845,8.569593710463641,2.1549110514352967,3.7211630855901134,3.7670019598123656,0.550073204226845,0.5500683633865842,0.99999957192863,5.549889982304014,1.7607382748276392,2.541399377365289,2.769401400894787,0.9999995719286301,0.7284312741788088,1.3728125183202375,7.6189617044664075,2.417164579887915,3.8018705388738963,3.488866372782134,0.4579188750531298,2.5414004652660673
22,0.5,"{'L': 7.918, 'H': 512}",1.0010087105465777,88.35666479432987,3.369548001666428,41.37474450323037,12.487779579535864,1.0010087105465777,10.668022045082248,0.09383264360688337,8.28238490893076,0.31585499049654897,3.8783894829223127,1.1705805937373828,0.09383264360688337,0.09373808900788509,0.9999872538401325,11.796645607368713,1.7016435742121057,5.813519349200621,3.8843321002715925,0.9999872538401325,1.5580040409250409,0.6418386779320583,7.571639929999564,1.0921945832706448,2.493146357929425,3.731389134105797,0.4928112230115005,5.813593450192141
22,0.5,"{'L': 5.649, 'H': 4096}",1.034825789669827,468.3866602990588,3.1771747682816365,190.06921307008824,20.87015931826635,1.034825789669827,59.76085886730974,0.01731611307607721,7.83768287766819,0.05316481102348427,3.1804966774675907,0.3492279012355811,0.01731611307607721,0.016733360580047117,1.0055187872923514,25.92971881100058,1.6828882222059776,11.531542499180617,4.835785082113012,1.0055187872923514,3.5116503875281726,0.28633795404676643,7.3839123914759455,0.47923000199075955,1.3770690554183809,3.2837957161497484,0.44472300618579813,11.468251657666796
22,0.5,"{'L': 4.639, 'H': 32768}",1.3351547030647288,1900.007326057567,3.066016575374263,890.0089347710253,30.82147497954697,1.3351547030647288,256.7899182458812,0.005199404681403001,7.399072903782281,0.011939785628338003,3.465902948412581,0.12002603213586767,0.005199404681403001,0.00389423388126352,0.9962849889097541,52.26227081999772,1.654265164163981,25.992891785733597,5.947381099876035,0.9962849889097541,7.549565733126328,0.13196586719395123,6.922553252391585,0.21912057231389098,0.7877779080430872,3.4429651591323727,0.4973548102274124,26.08981574055222
22,0.5,"{'L': 4.073, 'H': 262144}",1.3211068060044984,1837.7061376087672,2.8242541544524298,988.0401501712321,30.987053245722368,1.3211068060044984,367.8305210366116,0.0035916182329878044,4.9960675705479405,0.007678139776147942,2.686128783948542,0.0842427462473624,0.0035916182329878044,0.0027186433501543666,0.9909568853731038,53.14623319623809,1.621266372514098,30.463852718606116,6.183718881736867,0.9909568853731038,11.52487186598558,0.08598419981551435,4.611438097901417,0.14067543581973277,0.536554241439113,2.64331378889486,0.5732081257032995,30.74185483572902
