frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1071550.322706,245984.000000,121.486625
4,1385086.957927,275782.000000,3625.603122
8,920334.694963,187386.000000,226.806085
16,1498832.909720,298935.000000,172.458691
32,1570583.447382,208924.000000,4247.421335
64,1771070.158138,233974.000000,294.480899
128,2562865.232470,295723.000000,198372.619093
256,2374709.280677,298104.000000,49939.128577
512,1070045.121279,241922.000000,82299.377896
1024,1100574.200932,201853.000000,122611.923902
2048,1164133.807727,202330.000000,302285.616209
4096,2794383.095428,299624.000000,977927.337659
8192,1955433.982059,223517.000000,126541.843230
16384,1397168.084200,164076.000000,305595.413182
32768,4341862.141790,293258.000000,1382116.410906
65536,2907880.736925,121373.000000,2900913.162604
