frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,828851.934349,221250.000000,83.677954
4,2368660.139462,301678.000000,189385.041872
8,1008816.031122,216419.000000,1247.063350
16,452787.307772,91628.000000,4462.606413
32,1614999.694448,253414.000000,339.203479
64,1290079.729790,268074.000000,1713.962660
128,2661676.120555,294777.000000,359145.111253
256,1702461.251889,297555.000000,152264.310194
512,1854318.327062,292557.000000,158859.836249
1024,2306655.027571,270862.000000,223523.079001
2048,2764223.505924,295497.000000,517907.657557
4096,2392317.662560,298810.000000,978146.082865
8192,2074623.701468,291453.000000,1168401.598907
16384,3421949.067008,250142.000000,939400.395132
32768,1546459.111245,153393.000000,1214394.637843
65536,1752709.525318,90219.000000,1743452.951233
