frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,160385.341674,91789.000000,48.528342
4,230067.862482,155319.000000,42.023803
8,68850.204727,41421.000000,12.529964
16,449512.087187,256472.000000,814.923309
32,631557.431593,306808.000000,59.849812
64,92476.977724,57738.000000,1460.786432
128,537283.896541,234340.000000,101932.292665
256,104121.999467,43801.000000,373.371129
512,226343.928286,211069.000000,4761.764484
1024,200161.529793,90752.000000,2000.438702
2048,666674.922916,332447.000000,1956.271198
4096,436891.057586,258783.000000,2810.163340
8192,292277.843074,193474.000000,87445.804622
16384,184582.258148,92210.000000,7913.454303
32768,188197.224740,72473.000000,0.000000
65536,1334287.966312,308787.000000,1104948.749985
