frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,655697.434203,296958.000000,13.000000
4,271528.395220,113109.000000,54754.000329
8,452816.424490,233346.000000,8.602325
16,281680.492890,131039.000000,77.852424
32,273687.444524,97735.000000,7620.271321
64,73298.296215,30686.000000,1150.366463
128,459095.878787,279536.000000,1635.010398
256,678482.766049,277086.000000,128059.289612
512,708827.782864,230061.000000,3949.970126
1024,405227.761867,233700.000000,1848.175046
2048,674970.855050,332107.000000,26272.355699
4096,627212.203991,314043.000000,243611.316275
8192,739193.595888,277829.000000,52732.618179
16384,232584.564570,83532.000000,65657.045121
32768,1791871.118630,278541.000000,1683535.677797
65536,940247.276953,248738.000000,640281.115138
