frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,201188.458670,119490.000000,0.000000
4,456777.671012,311968.000000,0.000000
8,184312.857956,120617.000000,0.000000
16,458915.636581,242848.000000,0.000000
32,200069.651367,105742.000000,0.000000
64,323394.192061,181983.000000,0.000000
128,237037.169467,130992.000000,0.000000
256,601594.845052,390256.000000,0.000000
512,294374.436173,236995.000000,0.000000
1024,297932.277377,165502.000000,0.000000
2048,520028.769175,334937.000000,0.000000
4096,306022.865541,143654.000000,0.000000
8192,677151.054315,304593.000000,0.000000
16384,389593.526873,231284.000000,0.000000
32768,424621.444276,184252.000000,0.000000
65536,481822.026439,227246.000000,0.000000
