frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,838106.140315,291748.000000,36.769553
4,526446.282103,322792.000000,85.234969
8,319612.650665,128659.000000,3858.122860
16,308415.114054,149992.000000,214.175162
32,150236.299069,66946.000000,392.632143
64,314227.250702,137526.000000,245.428197
128,392835.142522,142564.000000,2774.209437
256,127548.731750,60759.000000,877.686732
512,869739.472662,290080.000000,34478.840424
1024,404686.404512,188574.000000,502.236000
2048,551109.584399,247023.000000,108527.922495
4096,390668.255062,197005.000000,229440.117004
8192,976525.189345,284501.000000,469089.656292
16384,367986.948877,109955.000000,144442.364776
32768,516482.439039,152426.000000,45588.165734
65536,435297.145412,103590.000000,333073.985719
