frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,142224.157041,61410.000000,60.166436
4,597298.384403,277534.000000,93.311307
8,1134381.067038,300368.000000,32593.011996
16,846310.231129,222212.000000,155.544206
32,186290.592063,79747.000000,8095.455454
64,913909.135979,294359.000000,33791.271491
128,1319562.604379,271474.000000,8621.911853
256,1409077.664737,304901.000000,99074.647867
512,1136886.913681,301625.000000,210128.712281
1024,649648.622910,240720.000000,69362.287715
2048,826682.693430,273949.000000,61961.062015
4096,1770748.275998,296244.000000,591236.670547
8192,671039.522003,129563.000000,159173.423407
16384,166930.919380,55230.000000,70503.432342
32768,1574019.400155,308130.000000,1265394.712557
65536,223447.694808,55198.000000,0.000000
