frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,679094.680278,291106.000000,0.000000
4,883661.389039,285059.000000,0.000000
8,784746.097810,238690.000000,0.000000
16,846606.513057,281611.000000,0.000000
32,354067.459739,175843.000000,0.000000
64,1183396.991332,287607.000000,0.000000
128,910041.577305,276893.000000,0.000000
256,750589.348340,208203.000000,0.000000
512,879992.154664,257792.000000,0.000000
1024,984869.572028,281044.000000,0.000000
2048,843213.691729,253895.000000,0.000000
4096,956560.263130,268233.000000,0.000000
8192,1176366.394544,275180.000000,0.000000
16384,863250.362184,307713.000000,0.000000
32768,1294731.482255,271685.000000,0.000000
65536,2078985.878672,289322.000000,0.000000
