frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,126770.902482,65976.000000,31.160873
4,740346.323720,290937.000000,272.615113
8,231046.284183,99172.000000,45.628938
16,197203.537945,159704.000000,313.807266
32,690684.066156,280220.000000,285.811126
64,211683.688266,127444.000000,840.445120
128,341043.490545,111686.000000,15053.704992
256,1160551.633633,305526.000000,1430.253824
512,281567.423252,160386.000000,1682.220259
1024,622791.371071,307782.000000,7818.062292
2048,802870.280617,263446.000000,229955.666710
4096,309991.676158,228583.000000,18238.090196
8192,520517.042864,228494.000000,112997.373527
16384,386847.119070,121840.000000,54892.669511
32768,875322.180358,209485.000000,564590.501342
65536,429347.196002,240040.000000,183426.346363
