frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,115717.688302,40215.000000,0.000000
4,271112.294349,184637.000000,0.000000
8,89325.871532,40468.000000,0.000000
16,573337.835967,264100.000000,0.000000
32,240527.308886,145893.000000,0.000000
64,508595.961266,253949.000000,0.000000
128,876190.368013,311861.000000,0.000000
256,573620.624263,280566.000000,0.000000
512,637087.874935,225061.000000,0.000000
1024,920481.000078,284328.000000,0.000000
2048,353009.739353,139828.000000,0.000000
4096,410413.230495,119788.000000,0.000000
8192,777598.037002,288905.000000,0.000000
16384,537501.838969,218073.000000,0.000000
32768,926388.721712,269947.000000,0.000000
65536,730870.800773,250466.000000,0.000000
