frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,478188.555370,264700.000000,0.000000
4,119256.010796,85660.000000,0.000000
8,305490.083355,172967.000000,0.000000
16,324320.592047,308472.000000,0.000000
32,221513.857998,115565.000000,0.000000
64,528959.979812,308653.000000,0.000000
128,467602.763230,316383.000000,0.000000
256,243785.009016,161401.000000,0.000000
512,951452.218523,340120.000000,0.000000
1024,393984.627003,241979.000000,0.000000
2048,465925.246298,281182.000000,0.000000
4096,332609.831322,149620.000000,0.000000
8192,128376.557190,71605.000000,0.000000
16384,58707.792881,17778.000000,0.000000
32768,451950.553179,197745.000000,0.000000
65536,537913.866530,194433.000000,0.000000
