frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,199887.714087,121822.000000,14144.011206
4,453108.087641,167121.000000,761.852348
8,205659.886208,86051.000000,127.400942
16,272931.942420,143197.000000,959.652541
32,729617.676220,255701.000000,120.295470
64,700058.167149,282809.000000,207.190733
128,242996.575196,114791.000000,556.699201
256,286803.054325,160998.000000,1636.249064
512,378146.615903,270618.000000,1030.909792
1024,311049.799940,142051.000000,48707.881487
2048,169543.034923,82996.000000,12275.909702
4096,771299.781956,248734.000000,175525.146253
8192,456010.195597,152603.000000,319475.823353
16384,397838.203957,138374.000000,110434.552238
32768,522451.141755,183740.000000,329761.310823
65536,527943.778740,118888.000000,441289.816928
