frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,494003.034205,322326.000000,13.038405
4,258243.176043,172562.000000,30.692019
8,241060.824534,213313.000000,7.000000
16,204481.194962,88509.000000,407.324195
32,543118.094957,301391.000000,187.331257
64,207364.026039,110476.000000,109.544512
128,740461.860443,240760.000000,365.495554
256,238277.318400,99252.000000,1670.597797
512,281125.378961,154354.000000,16501.080874
1024,692814.887053,210743.000000,74347.190014
2048,455712.780039,187347.000000,61376.735837
4096,1179185.256111,315053.000000,313518.060521
8192,621960.370911,272743.000000,245427.854430
16384,781214.117283,273154.000000,366246.697614
32768,385588.794296,174729.000000,285837.470843
65536,918295.207824,286133.000000,608125.108617
