frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1285191.073807,306987.000000,0.000000
4,703667.179876,184004.000000,0.000000
8,1002243.984107,186706.000000,0.000000
16,1662003.186784,292044.000000,0.000000
32,2298157.692468,298359.000000,0.000000
64,1040923.662103,250506.000000,0.000000
128,2019295.669188,295783.000000,0.000000
256,2298184.205017,301243.000000,0.000000
512,1695492.811831,293269.000000,0.000000
1024,1379539.161725,268430.000000,0.000000
2048,1724223.444843,301983.000000,0.000000
4096,1211702.983635,138045.000000,0.000000
8192,2406989.403725,213275.000000,0.000000
16384,1459112.763085,242677.000000,0.000000
32768,1829010.093447,162418.000000,0.000000
65536,3696795.437174,256104.000000,0.000000
