frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,821254.666821,259014.000000,0.000000
4,335521.523861,167245.000000,0.000000
8,328997.125022,191172.000000,0.000000
16,970092.624403,307361.000000,0.000000
32,452571.611000,254363.000000,0.000000
64,227585.860642,99882.000000,0.000000
128,553466.691455,279117.000000,0.000000
256,824052.372734,269501.000000,0.000000
512,293198.538770,231082.000000,0.000000
1024,356144.359670,210311.000000,0.000000
2048,404458.690416,211340.000000,0.000000
4096,639066.583511,241681.000000,0.000000
8192,738874.266768,286900.000000,0.000000
16384,309527.335628,105199.000000,0.000000
32768,271861.610642,112010.000000,0.000000
65536,676924.387470,159771.000000,0.000000
