frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,498100.168071,243668.000000,39.064050
4,369455.628808,252556.000000,21.400935
8,207870.376685,126598.000000,130.510536
16,255676.429033,113944.000000,147.858040
32,112856.447441,67914.000000,227.074878
64,194969.133957,109029.000000,1347.271316
128,533506.010696,251289.000000,171.032161
256,266616.675069,173168.000000,22209.871724
512,207540.763656,182443.000000,7951.596506
1024,375342.422677,268911.000000,40344.283127
2048,431247.238208,278740.000000,9964.760760
4096,342057.241208,177913.000000,49691.328559
8192,251328.964133,165561.000000,59573.721959
16384,132683.003900,98945.000000,9786.874118
32768,529117.758039,406948.000000,330145.090583
65536,354939.284721,280515.000000,203914.190627
