frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,257388.028849,125415.000000,37.709415
4,208853.042844,110945.000000,25.298221
8,116899.535136,88254.000000,30.000000
16,243753.470164,187152.000000,94.931554
32,166495.005913,118633.000000,275.786149
64,258688.280929,147092.000000,467.433418
128,460470.256633,210899.000000,338.187818
256,429427.228310,264495.000000,4129.132597
512,213746.187791,115411.000000,7996.940978
1024,150229.725511,74061.000000,5968.003603
2048,284487.456952,130632.000000,17030.381117
4096,546355.648812,311247.000000,13684.697914
8192,654947.199279,291140.000000,70241.381656
16384,560119.800844,233344.000000,155613.790812
32768,403004.919966,140044.000000,278672.046117
65536,451483.683367,240912.000000,396675.234596
