frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,310214.808958,179186.000000,0.000000
4,339640.281700,148061.000000,0.000000
8,725204.094489,228586.000000,0.000000
16,290391.637037,135627.000000,0.000000
32,188000.743985,85007.000000,0.000000
64,101534.705057,50405.000000,0.000000
128,328100.404724,128254.000000,0.000000
256,125789.877745,55268.000000,0.000000
512,372463.198020,227624.000000,0.000000
1024,125166.765018,49144.000000,0.000000
2048,654769.458613,248794.000000,0.000000
4096,767343.158246,234356.000000,0.000000
8192,827958.751735,295594.000000,0.000000
16384,247287.811438,87472.000000,0.000000
32768,425609.346994,117144.000000,0.000000
65536,667656.513816,144532.000000,0.000000
