frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,180332.213082,113300.000000,12882.026510
4,158552.564114,58418.000000,838.381775
8,303659.773531,110142.000000,304.903263
16,340208.162370,170698.000000,4390.019134
32,196423.520679,65850.000000,121.954910
64,452221.080013,237219.000000,183.700844
128,272977.837996,85823.000000,440.899081
256,441376.359057,206710.000000,326.055210
512,381380.904951,129463.000000,2717.403172
1024,317346.667465,181608.000000,4935.471811
2048,786611.135671,207946.000000,29945.921292
4096,652314.738470,257079.000000,8054.797639
8192,224505.173967,113864.000000,101083.529079
16384,1048562.822687,204237.000000,654226.563026
32768,185718.608831,75593.000000,148981.670265
65536,1001436.324368,246991.000000,900159.496902
