frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,503894.064224,175237.000000,62.537988
4,558423.722840,168709.000000,62.425956
8,468053.439483,125400.000000,35.171011
16,823381.541972,280284.000000,1969.852279
32,876377.928806,295182.000000,16.000000
64,639556.925970,269143.000000,162.990797
128,673114.174124,290025.000000,1572.426787
256,1031373.317108,264188.000000,34947.521886
512,677013.815609,259129.000000,4007.467904
1024,664274.604061,172435.000000,260927.571418
2048,1406374.770741,295056.000000,86792.684369
4096,1141243.503579,280884.000000,528180.318008
8192,522321.622574,168092.000000,237482.537301
16384,2022195.674439,247799.000000,732667.887188
32768,953217.735092,234676.000000,258966.167122
65536,1673883.086033,244646.000000,768016.158598
