frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1601745.425810,295609.000000,0.000000
4,664986.560978,127405.000000,0.000000
8,400510.041991,103542.000000,0.000000
16,1723264.391244,297343.000000,0.000000
32,1007704.868383,179451.000000,0.000000
64,1742594.696481,288204.000000,0.000000
128,1246293.017961,248601.000000,0.000000
256,2859330.916462,298288.000000,0.000000
512,1729092.606990,293753.000000,0.000000
1024,1660438.897270,291093.000000,0.000000
2048,1369027.571827,225526.000000,0.000000
4096,1625964.092894,236921.000000,0.000000
8192,2357491.155904,266926.000000,0.000000
16384,2397352.904420,297666.000000,0.000000
32768,2912907.143183,267732.000000,0.000000
65536,4211722.342675,294766.000000,0.000000
