arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6916956450167023,2.5005980211409784,1.6156787357790492,1.0538369925663515,1.050227152083282,1.520408393226531,1.547707453075588
22,0.6483883623306211,2.375631444467088,1.54702265828759,1.0441473461346813,1.0552816632540103,1.4029544067993895,1.535615158408016
24,0.5419648218977502,2.0333707137360912,1.1424385276104856,0.8255572461149677,0.857399716629564,1.1971785832627535,1.779851313303545
26,0.6008246422495707,2.6505041899033217,1.0199502294490133,1.1657499639609044,1.0533751255201853,1.5725363112194517,2.598660320254204
28,0.438846147799795,2.2804828108772046,1.396082000739389,0.9597730213573468,0.8883259051128233,1.3293844836060609,1.6334877246962725
30,0.464870471069535,2.702927534425318,1.1738435386647472,1.090168144097866,1.057667008568563,1.52004296411677,2.302630159296964
32,0.428289691471414,2.294780617290921,1.133694258530337,1.0136988343240017,0.9942836642856407,1.302167972640437,2.024161805552193
34,0.243965222891329,2.121942638980214,1.283863041078481,1.0522647226623687,0.410563321124986,1.266291122230038,1.6527795964885184
36,0.3677096160804251,2.545887562077789,1.2859794588603712,1.1573097703593889,0.7945359996363751,1.4730127995163296,1.979726460276389
38,0.3612543440183974,2.8939002713028525,1.1014345469368665,1.4089541621885633,0.9057243189388824,1.6966544760083688,2.627391958379102
40,0.30634756308880573,2.4206452839416555,1.1168886554109156,1.2232967505113355,1.027475441698271,1.3890469858146672,2.1673111927626065
