arrival_rate,Rdynamic/RR_ratio,Rdynamic/SRPT_ratio,Dynamic/SRPT_ratio,Rdynamic/SETF_ratio,Rdynamic/FCFS_ratio,Rdynamic/RMLF_ratio,Rdynamic/Dynamic_ratio
20,0.6774332485809976,2.4490370194767417,1.0000000000000002,1.0321074340894738,1.0285720265978655,1.4890583805372857,2.449037019476741
22,0.6103473664902943,2.236252962144728,1.0125512261480474,0.9828871398160124,0.9933682056806478,1.3206429622179552,2.208533162960943
24,0.5486085377551099,2.0582969390350607,1.079859969476449,0.8356774006813963,0.8679102144761239,1.2118542854787449,1.906077637115292
26,0.5823061650777203,2.5688109671506,1.0094146375726398,1.1298194901127157,1.020908242766668,1.524067963329807,2.544852106888277
28,0.4320445483247526,2.2451380077677974,1.0148062967016718,0.9448976676349707,0.8745578977139333,1.3087805866568512,2.212380840624418
30,0.4562198129680926,2.652629433280084,1.1493612530015689,1.0698814782961488,1.0379851482532556,1.4917568655142404,2.307916180707079
32,0.410298254805628,2.198382312685407,1.0232797085519922,0.9711157445623406,0.9525161598837406,1.2474669768553466,2.148368910584831
34,0.2346802507518881,2.0411844962788703,1.1010353700637991,1.0122170121016358,0.3949378604427483,1.218097868900794,1.8538773156402728
36,0.3612791770050587,2.501365542133949,1.2123513982299012,1.137070946993957,0.7806412981779025,1.447253018835334,2.063234756677048
38,0.3600805602977217,2.884497441734271,1.0757869602950556,1.4043762035116951,0.9027814492444586,1.6911417245729177,2.681290579078168
40,0.3060998412478622,2.41868787745876,1.0605361818033947,1.2223075560160328,1.026644594194947,1.3879237607006378,2.2806274024011977
