frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
1024,186625.458105,243282.149487,235638.554099,215591.444909,218813.839555,186625.458105,82266.000000,47796.000000,53884.000000,69428.000000,73751.000000,82266.000000
128,506919.775187,1307336.272755,1231570.160038,1125178.103478,1153960.513181,486559.529942,308659.000000,163497.000000,177910.000000,178727.000000,180093.000000,308659.000000
16384,956367.036160,869811.574658,876051.134987,873756.355867,871168.502684,880085.454378,162867.000000,58872.000000,69478.000000,69478.000000,69478.000000,75384.000000
16,139115.236437,216790.372459,195155.068571,139122.509059,139122.508287,139115.236437,101959.000000,58690.000000,67641.000000,101959.000000,101959.000000,101959.000000
2048,566029.189238,1386695.349718,1320014.204639,1363505.576406,1186881.812453,879476.719972,302753.000000,97906.000000,110558.000000,134841.000000,155930.000000,220140.000000
256,425326.023960,692745.570403,583461.111734,535877.715463,441984.732961,425326.023960,224897.000000,68944.000000,96109.000000,167271.000000,202477.000000,224897.000000
2,225370.006800,528479.077075,506239.491116,493863.309845,225370.006800,225370.006800,199853.000000,87467.000000,93454.000000,93748.000000,199853.000000,199853.000000
32768,539462.375971,715950.449135,603800.079904,539462.375971,539462.375971,539462.375971,209359.000000,177905.000000,197327.000000,209359.000000,209359.000000,209359.000000
32,186866.161725,365659.957527,320586.612681,186866.161725,186866.161725,186866.161725,90916.000000,51939.000000,65388.000000,90916.000000,90916.000000,90916.000000
4096,248383.214151,349222.291506,345092.474544,340111.931612,336626.286686,319369.642155,131178.000000,38283.000000,38283.000000,38283.000000,38283.000000,38283.000000
4,271290.754667,992044.721079,396817.175567,307477.045639,271290.754667,271290.754667,159129.000000,93327.000000,122767.000000,141033.000000,159129.000000,159129.000000
512,389116.287372,900238.626917,892523.165748,707642.946794,545326.647224,394352.203085,227960.000000,81831.000000,97705.000000,161964.000000,191310.000000,215222.000000
64,228694.474054,821819.205922,597226.750501,227000.685365,228694.474054,228694.474054,164878.000000,94088.000000,114036.000000,164878.000000,164878.000000,164878.000000
65536,463935.393126,456463.447552,463693.361789,463694.296087,463696.259733,463711.330948,107797.000000,84909.000000,107797.000000,107797.000000,107797.000000,107797.000000
8192,94701.800717,136448.678099,94701.800717,94701.800717,94701.800717,94701.800717,62884.000000,26896.000000,62884.000000,62884.000000,62884.000000,62884.000000
8,222817.464657,364026.128277,237718.582444,223262.132609,222823.798747,222817.464657,130578.000000,72727.000000,130578.000000,130578.000000,130578.000000,130578.000000
