frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
1024,384595.171703,877433.062479,886400.142184,769082.305528,668645.913130,384595.171703,213261.000000,94827.000000,93445.000000,106255.000000,121242.000000,213261.000000
128,274682.367825,418335.656960,277166.841839,363473.205542,337456.287068,274682.367825,183972.000000,81182.000000,138817.000000,129762.000000,129762.000000,183972.000000
16384,1205229.400599,1269466.744976,1258655.526849,1248492.771201,1236522.357193,1240758.045027,177508.000000,160382.000000,160382.000000,160382.000000,160382.000000,160382.000000
16,219266.417429,392048.635077,219266.417429,219266.417429,219266.417429,219266.417429,138494.000000,138494.000000,138494.000000,138494.000000,138494.000000,138494.000000
2048,485608.535830,875164.508456,880327.572119,872544.079359,812530.427110,627015.907541,212625.000000,147680.000000,147680.000000,147680.000000,147680.000000,201471.000000
256,388967.635938,387754.585090,448013.275614,400636.422028,388967.635938,388967.635938,208347.000000,127804.000000,192394.000000,208347.000000,208347.000000,208347.000000
2,143304.826771,143311.501098,143304.826771,143304.826771,143304.826771,143304.826771,112656.000000,112656.000000,112656.000000,112656.000000,112656.000000,112656.000000
32768,967714.217094,877973.886212,878299.932516,881042.078373,885907.971650,939249.747922,175745.000000,86712.000000,89336.000000,89336.000000,89336.000000,89336.000000
32,155099.544251,156882.177168,155417.141966,155511.152462,155099.544251,155099.544251,74149.000000,73223.000000,74149.000000,74149.000000,74149.000000,74149.000000
4096,356695.145497,475826.325778,473763.257326,462760.858213,436031.330628,460570.173138,172930.000000,92160.000000,92160.000000,92160.000000,92160.000000,92160.000000
4,178041.261075,881678.413700,178041.261075,178041.261075,178041.261075,178041.261075,139255.000000,84642.000000,139255.000000,139255.000000,139255.000000,139255.000000
512,168467.825531,253505.858451,227483.312709,222596.818409,211511.591590,168467.825531,85568.000000,44143.000000,63731.000000,66826.000000,75779.000000,85568.000000
64,366671.345672,407425.332425,381042.007665,366671.345672,366671.345672,366671.345672,263172.000000,244954.000000,245139.000000,263172.000000,263172.000000,263172.000000
65536,3950316.111151,3950316.111151,3950316.111151,3950316.111151,3950316.111151,3950316.111151,66866.000000,66866.000000,66866.000000,66866.000000,66866.000000,66866.000000
8192,424147.335455,442594.573695,433286.760510,431672.784132,424147.335455,424147.335455,117523.000000,117523.000000,117523.000000,117523.000000,117523.000000,117523.000000
8,116859.205555,124153.272913,116859.205555,116859.205555,116859.205555,116859.205555,67401.000000,67401.000000,67401.000000,67401.000000,67401.000000,67401.000000
