frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,31518198.971001,605779.000000,543267.880443
4,51549741.211663,910276.000000,1074377.557572
8,31519895.609824,605246.000000,913075.212688
16,31783684.041479,605929.000000,981733.194494
32,31890207.977804,604773.000000,858636.544518
64,51723572.517172,904505.000000,1939187.892157
128,8727123.940993,306177.000000,447362.790955
256,6813639.852189,304238.000000,647587.100775
512,51634455.437444,902583.000000,6534156.325707
1024,51534251.900545,902443.000000,5869441.473535
2048,6433886.101712,302289.000000,1621128.646575
4096,51864159.644207,906331.000000,12616049.372572
8192,51894659.291629,898810.000000,13829805.975291
16384,1731037.671141,102054.000000,882427.107923
32768,33381508.212163,601306.000000,21057055.852938
65536,52884106.531707,907432.000000,28720443.282884
