frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4270622.596505,247646.000000,122.890195
4,4351060.685846,257887.000000,278.077327
8,31598685.196654,604854.000000,413240.030159
16,31491465.065065,602786.000000,1031125.587032
32,31500522.928950,597555.000000,925836.822750
64,6647488.713606,296765.000000,475903.846246
128,5895260.515483,274178.000000,78097.005711
256,31936841.780435,601595.000000,2274247.088734
512,6063491.536638,304373.000000,812180.577620
1024,31507871.194609,602942.000000,2278674.912053
2048,51951811.991382,900418.000000,12352655.395015
4096,5717185.777773,302730.000000,2232156.900440
8192,31394944.612998,599159.000000,15929839.105887
16384,31592504.235882,604229.000000,8219479.621341
32768,33000500.211247,603620.000000,12450135.980959
65536,30772493.559227,605091.000000,17814824.771155
