frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,51208216.380790,903834.000000,989657.363167
4,31314840.212320,601749.000000,438385.429956
8,5581611.969951,288554.000000,80.987653
16,31520703.887906,603108.000000,866626.653597
32,31673959.561120,606535.000000,603452.822492
64,6060178.873446,300613.000000,138112.811404
128,31851779.320035,602605.000000,2036246.545930
256,31983773.812869,602897.000000,1581095.908628
512,6739838.243742,293602.000000,541123.121887
1024,51463696.174296,901659.000000,7154801.861535
2048,51439088.743118,902025.000000,12699245.831410
4096,51411740.442055,901391.000000,9929988.478776
8192,5956166.771425,221860.000000,2095737.829501
16384,51293331.530491,903400.000000,11246599.324683
32768,6341395.187899,252488.000000,3712856.528608
65536,52695688.019038,904896.000000,29887600.336450
